Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W35 Sharm ElSheikh F,L vs Shaikh,1.02,0.69,48.9,3.6,0.0%,48.4%,3.7%,40.7%,42.9%,30.8%
2025 W35 Sharm ElSheikh QF,W vs Wurth,1.05,1.48,40.5,2.1,0.0%,65.5%,0.0%,48.1%,73.5%,44.8%
2019 W100 Surbiton QF,L vs Riske Amritraj,1.20,0.67,57.9,5.7,-,53.7%,-,64.0%,22.0%,24.3%
2019 W100 Surbiton R32,W vs Raina,1.11,1.60,47.4,2.3,-,63.0%,-,70.4%,43.3%,53.6%
2019 W60 Les Franqueses del Valles F,W vs Badosa,1.10,1.32,57.5,2.3,0.0%,56.1%,0.0%,75.7%,47.1%,36.4%
2019 W60 Les Franqueses del Valles SF,W vs Burrage,1.11,1.25,61.5,5.5,2.0%,51.0%,4.8%,73.8%,38.5%,48.0%
2019 W60 Les Franqueses del Valles QF,W vs Stojanovic,1.13,1.14,78.4,18.1,7.5%,62.3%,4.2%,50.0%,38.0%,50.0%
2019 W60 Les Franqueses del Valles R16,W vs Gutierrez Carrasco,1.13,1.83,47.3,2.2,0.0%,81.5%,8.0%,64.0%,52.0%,34.8%
2019 W60 Les Franqueses del Valles R32,W vs Silva,1.20,1.49,47.5,3.4,3.3%,63.3%,3.7%,55.6%,35.5%,68.0%
2019 W25 Obidos R32,L vs Shoshyna,0.83,0.85,67.8,6.3,-,58.1%,-,45.2%,43.9%,55.9%
2019 W25 Obidos QF,L vs Stefkova,1.19,0.93,73.6,5.7,4.1%,46.9%,2.3%,55.8%,32.5%,44.4%
2019 W25 Obidos R16,W vs Bjorklund,1.07,1.29,57.1,2.3,2.3%,60.5%,0.0%,68.3%,42.9%,42.9%
2019 W25 Obidos R32,W vs Hesse,1.00,1.25,61.7,3.6,5.4%,48.6%,0.0%,48.6%,56.4%,72.2%
2019 W25 Yokohama R16,L vs Ruse,0.92,0.71,49.3,2.4,0.0%,67.5%,0.0%,41.7%,38.2%,30.0%
2019 W25 Yokohama R32,W vs Sueno,1.25,3.23,29.9,2.0,0.0%,81.8%,0.0%,76.2%,48.0%,60.9%
2019 W25 Osaka QF,L vs Lu,0.99,0.86,71.8,2.5,1.9%,54.7%,0.0%,39.6%,51.1%,40.5%
2019 W25 Osaka R32,W vs Liang,1.11,1.66,43.2,2.2,0.0%,61.3%,0.0%,51.7%,58.3%,70.8%
2019 W60 Andrezieux Boutheon R32,L vs Burel,1.02,0.74,51.1,2.1,0.0%,26.7%,0.0%,40.7%,41.4%,55.6%
2018 Wimbledon R128,L vs Ostapenko,0.91,0.83,61.2,2.2,0.0%,57.9%,2.9%,50.0%,38.8%,45.7%
2017 Toyota $60K R16,L vs Robson,0.96,0.60,41.6,2.0,6.5%,45.2%,3.7%,51.9%,37.9%,25.9%
2025 (2 matches),,1.04,1.05,44.6,2.6,0.0%,56.7%,1.9%,44.4%,59.7%,38.2%
2019 (16 matches),,1.08,1.14,59.0,3.0,1.9%,57.4%,1.4%,56.9%,42.3%,48.5%
2018 (1 matches),,0.91,0.83,61.2,2.2,0.0%,57.9%,2.9%,50.0%,38.8%,45.7%
2017 (23 matches),,0.99,1.00,61.8,3.0,1.7%,55.6%,1.4%,53.2%,46.4%,45.3%
2016 (25 matches),,1.02,1.05,55.3,2.6,1.6%,55.6%,1.3%,52.9%,47.2%,46.5%
Career (113 matches),,1.01,1.04,56.5,2.6,1.6%,55.4%,1.2%,54.1%,46.6%,46.2%
