Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,5,5,50.0%,13-14,48.1%,138-129,51.7%,1-3,25.0%,10,67.5%,33.6%,3.4%,4.6%,67.0%,64.4%,45.2%,58.0%,43.8%,50.5%,1.04,SF (W35 Sheffield)
2025,22,14,8,63.6%,30-20,60.0%,245-203,54.7%,5-1,83.3%,21,63.8%,46.5%,2.0%,5.5%,65.0%,61.4%,47.0%,56.4%,48.0%,52.1%,1.10,F (2x)
2024,18,10,8,55.6%,21-21,50.0%,190-192,49.7%,2-1,66.7%,0,,,,,,,,,,,,SF (W50 Edgbaston)
2023,44,26,18,59.1%,57-37,60.6%,477-406,54.0%,9-4,69.2%,0,,,,,,,,,,,,W (W25 Foxhills)
2022,19,13,6,68.4%,26-14,65.0%,201-142,58.6%,0-1,0.0%,0,,,,,,,,,,,,W (2x)
2020,16,9,7,56.3%,21-15,58.3%,169-143,54.2%,1-0,100.0%,0,,,,,,,,,,,,SF (W25 Potchefstroom)
2019,25,13,12,52.0%,30-20,60.0%,244-209,53.9%,2-0,100.0%,0,,,,,,,,,,,,W (W60 Les Franqueses del Valles)
2018,43,22,21,51.2%,48-48,50.0%,420-439,48.9%,4-1,80.0%,0,,,,,,,,,,,,F (Perth $25K)
2017,42,22,20,52.4%,52-44,54.2%,443-448,49.7%,5-2,71.4%,0,,,,,,,,,,,,W (Kyoto $15K)
2016,49,28,21,57.1%,60-49,55.0%,522-506,50.8%,9-3,75.0%,0,,,,,,,,,,,,F (Toowoomba $25K)
2015,45,25,20,55.6%,56-48,53.8%,497-457,52.1%,3-2,60.0%,0,,,,,,,,,,,,W (Chiswick $10K)
2014,53,32,21,60.4%,74-52,58.7%,607-530,53.4%,8-5,61.5%,0,,,,,,,,,,,,W (Imola 15K)
2013,36,24,12,66.7%,51-28,64.6%,411-307,57.2%,4-7,36.4%,0,,,,,,,,,,,,W (2x)
2012,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2011,2,0,2,0.0%,1-4,20.0%,18-27,40.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,426,243,183,57.0%,540-418,56.4%,4593-4162,52.5%,53-30,63.9%,31,65.2%,41.8%,2.5%,5.2%,65.7%,62.5%,46.4%,57.0%,46.4%,51.5%,1.08,
