Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W35 Sharm ElSheikh F,L vs Shaikh,44% (4/9),50% (2/4),0/4,67% (6/9),0% (0/6),1/2,0/1,0/2,0/0,0/1
2025 W35 Sharm ElSheikh QF,W vs Wurth,78% (7/9),100% (7/7),2/3,50% (4/8),25% (1/4),3/5,0/0,0/0,0/0,0/0
2019 W100 Surbiton QF,L vs Riske Amritraj,7% (1/14),100% (1/1),0/4,40% (6/15),17% (1/6),1/1,0/1,2/3,0/0,0/1
2019 W100 Surbiton R32,W vs Raina,44% (4/9),100% (4/4),1/1,11% (1/9),0% (0/1),2/3,1/1,0/0,1/1,0/0
2019 W60 Les Franqueses del Valles F,W vs Badosa,40% (4/10),75% (3/4),1/1,27% (3/11),67% (2/3),1/2,1/1,0/0,1/1,0/0
2019 W60 Les Franqueses del Valles SF,W vs Burrage,47% (7/15),71% (5/7),0/3,33% (5/15),40% (2/5),2/3,0/1,1/1,0/0,0/0
2019 W60 Les Franqueses del Valles QF,W vs Stojanovic,47% (7/15),86% (6/7),2/4,43% (6/14),33% (2/6),2/4,0/1,0/0,0/0,0/0
2019 W60 Les Franqueses del Valles R16,W vs Gutierrez Carrasco,38% (3/8),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 W60 Les Franqueses del Valles R32,W vs Silva,50% (5/10),100% (5/5),0/2,33% (3/9),33% (1/3),3/3,0/0,0/0,0/0,0/0
2019 W25 Obidos R32,L vs Shoshyna,26% (5/19),100% (5/5),1/5,33% (6/18),0% (0/6),2/3,0/0,0/1,0/0,0/1
2019 W25 Obidos QF,L vs Stefkova,36% (5/14),100% (5/5),2/6,64% (9/14),22% (2/9),2/5,1/2,1/2,0/1,0/1
2019 W25 Obidos R16,W vs Bjorklund,40% (4/10),75% (3/4),0/1,40% (4/10),75% (3/4),3/3,1/1,0/0,1/1,0/0
2019 W25 Obidos R32,W vs Hesse,83% (10/12),100% (10/10),6/7,67% (8/12),13% (1/8),5/9,1/1,0/0,0/0,0/0
2019 W25 Yokohama R16,L vs Ruse,30% (3/10),33% (1/3),0/3,45% (5/11),20% (1/5),1/1,0/0,0/1,0/0,0/1
2019 W25 Yokohama R32,W vs Sueno,86% (6/7),67% (4/6),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2019 W25 Osaka QF,L vs Lu,54% (7/13),71% (5/7),1/7,64% (9/14),11% (1/9),1/4,0/0,0/1,0/0,0/1
2019 W25 Osaka R32,W vs Liang,88% (7/8),86% (6/7),3/3,67% (6/9),50% (3/6),3/5,1/2,0/0,1/1,0/0
2019 W60 Andrezieux Boutheon R32,L vs Burel,63% (5/8),80% (4/5),3/6,89% (8/9),0% (0/8),0/4,0/0,0/2,0/0,0/1
2018 Wimbledon R128,L vs Ostapenko,64% (7/11),43% (3/7),1/4,60% (6/10),33% (2/6),2/3,0/0,2/2,0/0,1/1
2017 Toyota $60K R16,L vs Robson,25% (2/8),0% (0/2),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2025 (2 matches),,61.1%,81.8%,28.6%,58.8%,10.0%,57.1%,0.0%,0.0%,-,0.0%
2019 (16 matches),,45.6%,84.3%,37.7%,43.9%,26.8%,61.4%,66.7%,36.4%,85.7%,0.0%
2018 (1 matches),,63.6%,42.9%,25.0%,60.0%,33.3%,66.7%,-,100.0%,-,100.0%
2017 (23 matches),,50.2%,76.3%,38.8%,52.2%,21.4%,55.4%,69.6%,62.5%,54.5%,30.0%
2016 (25 matches),,53.6%,78.4%,45.6%,50.2%,18.0%,62.8%,69.6%,53.8%,54.5%,36.4%
Career (113 matches),,52.2%,78.3%,39.1%,49.7%,20.9%,60.7%,69.9%,55.6%,69.6%,34.7%
