Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 Lausanne R32,L vs Bronzetti,0% (0/8),50% (1/2),0/0,0/0,50% (7/14),2/4,0/1,- (0/0),- (0/0)
2019 Lausanne R32,L vs Paolini,45% (5/11),100% (2/2),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Denver CO R32,L vs Duval,50% (7/14),67% (6/9),1/3,0/0,25% (3/12),3/5,3/4,- (0/0),- (0/0)
2019 W25 Khimki R16,L vs Tikhonova,56% (5/9),67% (4/6),0/0,0/0,40% (4/10),2/4,0/1,60% (3/5),0% (0/5)
2019 W15 Cancun R16,L vs Berankova,64% (7/11),55% (6/11),1/1,0/0,0% (0/7),2/4,2/3,- (0/0),- (0/0)
2019 W15 Cancun R32,W vs Perez Garcia,58% (11/19),56% (5/9),2/4,1/1,78% (7/9),0/1,0/0,- (0/0),- (0/0)
2019 W15 Cancun R16,L vs Ivanova,58% (7/12),29% (2/7),0/0,0/0,64% (7/11),1/3,0/1,- (0/0),- (0/0)
2019 W15 Cancun R32,W vs Reyna Gomez,86% (6/7),86% (6/7),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Carrillo Marin,31% (5/16),50% (2/4),0/0,0/0,58% (7/12),2/4,0/1,- (0/0),- (0/0)
2017 Helsinki $15K F,L vs Silva,44% (8/18),46% (6/13),1/3,0/2,50% (6/12),4/6,0/1,- (0/0),- (0/0)
2017 Helsinki $15K SF,W vs Kulikova,45% (9/20),50% (6/12),2/4,1/2,50% (6/12),2/3,0/0,83% (5/6),33% (2/6)
2017 Helsinki $15K QF,W vs Bovy,54% (7/13),45% (5/11),2/3,1/1,60% (3/5),0/0,0/0,67% (4/6),50% (3/6)
2017 Helsinki $15K R32,W vs Daniel,50% (7/14),100% (5/5),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2017 Shrewsbury $25K QF,L vs Von Deichmann,50% (7/14),57% (4/7),1/2,0/0,65% (13/20),2/4,2/3,- (0/0),- (0/0)
2017 Shrewsbury $25K R16,W vs Marcinkevica,50% (8/16),67% (4/6),2/3,1/2,80% (4/5),1/1,0/0,86% (6/7),29% (2/7)
2017 Shrewsbury $25K R32,W vs Fayol,55% (12/22),43% (6/14),2/2,1/1,82% (9/11),4/5,0/0,57% (4/7),29% (2/7)
2017 Joue Les Tours $25K R32,L vs Gervais,67% (8/12),33% (3/9),1/1,0/0,50% (4/8),1/3,0/1,- (0/0),- (0/0)
2017 Cherboug en Cotentin $25K SF,L vs Albie,50% (7/14),- (0/0),0/0,0/0,67% (4/6),1/3,0/1,60% (3/5),0% (0/5)
2017 Cherboug en Cotentin $25K QF,W vs Pervushina,61% (11/18),31% (4/13),2/5,1/2,63% (5/8),1/2,0/0,- (0/0),- (0/0)
2017 Cherboug en Cotentin $25K R16,W vs Barbat,43% (12/28),50% (4/8),2/2,1/1,56% (5/9),1/2,0/0,- (0/0),- (0/0)
2021 (1 matches),,0.0%,50.0%,-,-,50.0%,50.0%,0.0%,-,-
2019 (8 matches),,53.5%,60.0%,54.5%,100.0%,45.6%,43.5%,45.5%,60.0%,0.0%
2017 (42 matches),,53.0%,48.2%,60.9%,56.8%,56.5%,42.0%,40.0%,57.4%,36.4%
2016 (51 matches),,57.0%,47.2%,50.0%,50.0%,53.3%,45.7%,48.6%,58.5%,46.3%
2015 (14 matches),,69.4%,50.9%,48.6%,53.3%,49.5%,42.3%,40.0%,60.0%,35.0%
Career (149 matches),,56.3%,48.9%,55.2%,53.3%,53.8%,45.1%,45.7%,57.0%,42.4%
