Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,38,15,23,39.5%,37-49,43.0%,395-405,49.4%,3-7,30.0%,0,,,,,,,,,,,,SF (W15 Monastir)
2023,14,9,5,64.3%,19-10,65.5%,147-102,59.0%,0-0,-,0,,,,,,,,,,,,SF (W15 Alcala de Henares)
2022,36,18,18,50.0%,43-42,50.6%,394-380,50.9%,2-6,25.0%,0,,,,,,,,,,,,W (W15 Lousada)
2021,26,10,16,38.5%,22-36,37.9%,251-287,46.7%,1-5,16.7%,0,,,,,,,,,,,,F (W15 Monastir)
2020,11,4,7,36.4%,7-17,29.2%,102-126,44.7%,1-5,16.7%,0,,,,,,,,,,,,
2019,26,9,17,34.6%,25-36,41.0%,297-307,49.2%,4-5,44.4%,0,,,,,,,,,,,,SF (W25 Bethany Beach DE)
2018,27,16,11,59.3%,30-25,54.5%,264-240,52.4%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
2017,55,30,25,54.5%,71-60,54.2%,643-587,52.3%,7-9,43.8%,0,,,,,,,,,,,,F (Helsinki $15K)
2016,75,50,25,66.7%,108-63,63.2%,861-695,55.3%,8-9,47.1%,0,,,,,,,,,,,,W (Madrid $10K)
2015,53,27,26,50.9%,63-62,50.4%,562-561,50.0%,6-4,60.0%,0,,,,,,,,,,,,SF (Stockholm $10K)
2014,65,40,25,61.5%,89-63,58.6%,740-659,52.9%,6-6,50.0%,0,,,,,,,,,,,,F (4x)
2013,49,26,23,53.1%,59-52,53.2%,517-499,50.9%,8-1,88.9%,0,,,,,,,,,,,,F (2x)
2012,25,10,15,40.0%,20-32,38.5%,223-255,46.7%,4-2,66.7%,0,,,,,,,,,,,,SF (Amiens 10K)
2011,8,3,5,37.5%,7-10,41.2%,62-74,45.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
Career,508,267,241,52.6%,600-557,51.9%,5458-5177,51.3%,53-63,45.7%,0,,,,,,,,,,,,
