Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Lausanne R32,L vs Bronzetti,17% (1/6),100% (1/1),1/5,100% (7/7),0% (0/7),0/1,0/0,0/2,0/0,0/1
2019 Lausanne R32,L vs Paolini,18% (2/11),100% (2/2),0/3,56% (5/9),20% (1/5),0/1,0/0,1/2,0/0,0/1
2019 W25 Denver CO R32,L vs Duval,41% (7/17),86% (6/7),3/7,50% (10/20),10% (1/10),4/6,1/1,3/5,0/0,2/3
2019 W25 Khimki R16,L vs Tikhonova,40% (4/10),100% (4/4),1/4,64% (7/11),14% (1/7),1/4,0/2,1/2,0/0,0/0
2019 W15 Cancun R16,L vs Berankova,57% (8/14),75% (6/8),4/7,50% (7/14),0% (0/7),4/6,1/1,1/1,0/0,0/0
2019 W15 Cancun R32,W vs Perez Garcia,38% (5/13),100% (5/5),0/1,46% (6/13),67% (4/6),3/4,1/1,0/1,0/0,0/0
2019 W15 Cancun R16,L vs Ivanova,27% (3/11),67% (2/3),2/2,55% (6/11),33% (2/6),2/2,0/0,1/3,0/0,1/2
2019 W15 Cancun R32,W vs Reyna Gomez,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2019 W15 Sharm El Sheikh R32,L vs Carrillo Marin,30% (3/10),67% (2/3),0/5,60% (6/10),17% (1/6),2/2,0/0,0/0,0/0,0/0
2017 Helsinki $15K F,L vs Silva,71% (10/14),60% (6/10),2/5,43% (6/14),0% (0/6),3/5,0/1,0/1,0/1,0/0
2017 Helsinki $15K SF,W vs Kulikova,46% (6/13),100% (6/6),3/5,40% (6/15),0% (0/6),5/6,1/2,1/2,1/1,1/1
2017 Helsinki $15K QF,W vs Bovy,60% (6/10),83% (5/6),1/2,33% (3/9),33% (1/3),2/4,0/1,0/0,0/0,0/0
2017 Helsinki $15K R32,W vs Daniel,63% (5/8),100% (5/5),1/1,38% (3/8),67% (2/3),4/5,2/2,0/0,1/1,0/0
2017 Shrewsbury $25K QF,L vs Von Deichmann,38% (5/13),80% (4/5),2/5,71% (10/14),30% (3/10),2/4,1/1,1/3,0/0,1/2
2017 Shrewsbury $25K R16,W vs Marcinkevica,56% (5/9),80% (4/5),1/1,33% (3/9),67% (2/3),4/4,1/1,0/0,1/1,0/0
2017 Shrewsbury $25K R32,W vs Fayol,57% (8/14),75% (6/8),2/2,29% (4/14),50% (2/4),4/5,2/2,0/0,1/1,0/0
2017 Joue Les Tours $25K R32,L vs Gervais,33% (4/12),75% (3/4),0/3,42% (5/12),20% (1/5),2/3,1/1,0/1,0/0,0/1
2017 Cherboug en Cotentin $25K SF,L vs Albie,0% (0/10),- (0/0),0/2,33% (3/9),33% (1/3),0/0,0/0,0/0,0/0,0/0
2017 Cherboug en Cotentin $25K QF,W vs Pervushina,43% (6/14),67% (4/6),0/2,43% (6/14),50% (3/6),2/3,1/1,0/1,0/0,0/0
2017 Cherboug en Cotentin $25K R16,W vs Barbat,33% (5/15),80% (4/5),1/3,25% (4/16),0% (0/4),4/4,2/2,1/2,1/1,1/1
2021 (1 matches),,16.7%,100.0%,20.0%,100.0%,0.0%,0.0%,-,0.0%,-,0.0%
2019 (8 matches),,41.3%,86.8%,34.5%,50.0%,21.3%,69.0%,60.0%,50.0%,-,50.0%
2017 (42 matches),,47.8%,78.5%,37.3%,47.6%,24.9%,62.5%,75.0%,48.8%,70.0%,61.9%
2016 (51 matches),,54.5%,80.5%,40.7%,45.7%,24.7%,64.7%,62.3%,62.2%,63.3%,50.0%
2015 (14 matches),,50.0%,80.6%,26.2%,40.4%,22.0%,60.9%,60.0%,50.0%,75.0%,33.3%
Career (149 matches),,49.7%,79.8%,36.8%,46.8%,23.6%,64.4%,69.3%,53.0%,70.1%,53.2%
