Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-09-15),1153,11,,,,,,,,,,,,
2024,735,43,,,,,,,,,846,51
2023,1222,8,,,,,,,,,,
2022,591,58,,,,,,,,,,
2021,647,56,,,,,,,,,,
2020,608,55,,,,,,,,,688,61
2019,588,53,,,,,,,,,647,61
2018,541,36,,,,,,,,,737,20
2017,501,61,,,,,,,,,871,23
2016,433,77,,,,,,,,,891,21
2015,615,36,,,,,,,,,,
2014,497,52,,,,,,,,,1175,6
2013,596,49,,,,,,,,,827,27
2012,835,18,,,,,,,,,1044,14
2011,983,11,,,,,,,,,,
