Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Rotterdam R16,L vs Auger Aliassime,17,21,0.8,13.9%,17.2%,12,20,0.6,11.3%,18.9%,7.5%,3.8%,1.7,15.6%,9.0%
2026 Australian Open R64,L vs De Minaur,44,72,0.6,17.8%,29.1%,25,61,0.4,12.4%,30.3%,7.5%,5.0%,1.1,12.1%,11.3%
2025 Almaty R32,L vs Nakashima,33,29,1.1,25.4%,22.3%,26,28,0.9,23.4%,25.2%,5.4%,6.3%,3.7,28.5%,7.7%
2025 US Open R128,L vs Altmaier,84,90,0.9,22.2%,23.8%,55,79,0.7,17.7%,25.4%,10.0%,5.5%,1.3,15.3%,11.4%
2025 Cincinnati Masters R32,L vs Alcaraz,40,37,1.1,29.4%,27.2%,31,29,1.1,29.5%,27.6%,10.5%,4.8%,1.8,19.9%,11.0%
2025 Doha R32,W vs Tsitsipas,39,34,1.1,17.9%,15.6%,30,31,1.0,15.6%,16.1%,12.5%,2.6%,1.7,17.0%,10.1%
2025 Marseille F,L vs Humbert,34,19,1.8,24.6%,13.8%,30,14,2.1,25.9%,12.1%,7.8%,0.9%,2.5,34.8%,13.8%
2025 Davis Cup RR,L vs Moller,26,44,0.6,16.4%,27.7%,17,40,0.4,12.1%,28.6%,7.1%,3.6%,0.6,8.2%,14.5%
2024 Belgrade F,L vs Shapovalov,18,21,0.9,15.7%,18.3%,15,19,0.8,16.0%,20.2%,7.4%,7.4%,2.3,21.7%,9.6%
2024 US Open R128,L vs Marozsan,42,52,0.8,15.6%,19.3%,25,42,0.6,11.7%,19.6%,7.0%,4.7%,1.0,11.9%,11.9%
2024 Stuttgart R16,L vs Bublik,37,23,1.6,28.0%,17.4%,23,19,1.2,25.3%,20.9%,7.7%,1.1%,3.7,33.3%,9.1%
2023 NextGen Finals F,W vs Fils,39,22,1.8,21.9%,12.4%,20,21,1.0,13.7%,14.4%,8.9%,4.8%,0.9,13.5%,15.2%
2023 Gstaad R16,W vs Thiem,29,33,0.9,17.3%,19.6%,19,24,0.8,13.5%,17.0%,6.4%,4.3%,0.8,14.3%,17.9%
2023 Wimbledon R128,L vs Oconnell,44,50,0.9,17.4%,19.8%,33,42,0.8,15.0%,19.1%,9.5%,4.5%,1.5,15.0%,9.9%
2022 Belgrade  R32,L vs Djere,12,27,0.4,9.8%,22.0%,10,23,0.4,9.0%,20.7%,3.6%,5.4%,0.7,10.6%,14.6%
Career (15 matches),,538,574,0.9,19.5%,20.8%,371,492,0.8,16.1%,21.4%,8.3%,4.4%,1.4,17.0%,11.8%
