Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Rotterdam R16,L vs Auger Aliassime,1.6%,100.0%,5.7%,85.7%,17.8%,11.1%,100.0%,8.7%,33.3%,6.7%,20.0%,42,73
2026 Australian Open R64,L vs De Minaur,4.2%,100.0%,9.7%,62.5%,10.4%,11.4%,50.0%,6.3%,13.3%,6.1%,12.5%,42,74
2025 Almaty R32,L vs Nakashima,9.4%,50.0%,10.0%,46.2%,26.2%,26.7%,0.0%,15.2%,16.7%,4.9%,28.6%,211,77
2025 US Open R128,L vs Altmaier,5.4%,77.8%,12.7%,75.0%,17.6%,15.8%,26.7%,9.5%,19.4%,4.6%,18.2%,109,118
2025 Cincinnati R32,L vs Alcaraz,0.0%,-,8.8%,50.0%,23.8%,36.8%,0.0%,8.3%,14.3%,10.3%,0.0%,243,136
2025 Doha R32,W vs Tsitsipas,0.0%,-,8.3%,72.2%,19.1%,16.7%,0.0%,12.5%,43.8%,4.8%,53.8%,26,60
2025 Marseille F,L vs Humbert,1.5%,100.0%,2.9%,75.0%,23.1%,27.3%,50.0%,9.3%,40.0%,4.2%,33.3%,-22,-49
2025 Davis Cup Qualifiers RR,L vs Moller,2.8%,50.0%,11.3%,61.1%,13.2%,24.1%,0.0%,5.5%,6.3%,3.6%,33.3%,66,84
2024 Belgrade F,L vs Shapovalov,3.4%,50.0%,15.7%,72.2%,10.9%,11.8%,0.0%,17.2%,0.0%,3.4%,25.0%,147,78
2024 Stuttgart R16,L vs Bublik,8.2%,50.0%,15.9%,23.8%,13.9%,16.7%,0.0%,4.2%,0.0%,3.5%,50.0%,81,38
2023 NextGen Finals F,W vs Fils,1.4%,100.0%,6.1%,81.8%,20.6%,27.8%,0.0%,7.6%,15.4%,1.8%,75.0%,20,65
2023 Gstaad R16,W vs Thiem,2.6%,100.0%,8.3%,42.9%,15.3%,11.1%,0.0%,6.5%,28.6%,2.3%,20.0%,-16,32
2022 Belgrade R32,L vs Djere,0.0%,-,4.9%,100.0%,8.1%,21.7%,0.0%,5.2%,66.7%,6.8%,50.0%,-21,-1
Career (13 matches),,3.2%,72.7%,9.5%,63.1%,16.1%,18.9%,23.1%,8.5%,20.8%,4.8%,27.9%,63,66
