Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,28,20,58.3%,60-53,53.1%,572-561,50.5%,17-13,56.7%,43,86.0%,16.1%,13.0%,3.7%,66.2%,75.1%,52.5%,67.5%,33.8%,50.7%,1.04
Clay,26,10,16,38.5%,28-37,43.1%,312-343,47.6%,6-4,60.0%,25,76.0%,18.4%,7.4%,4.6%,61.6%,69.6%,48.1%,61.3%,36.4%,48.7%,0.94
Grass,7,3,4,42.9%,8-10,44.4%,89-90,49.7%,1-3,25.0%,7,86.5%,13.3%,15.0%,6.0%,65.8%,74.5%,51.5%,66.7%,31.6%,49.0%,0.95
Grand Slams,11,3,8,27.3%,18-23,43.9%,183-213,46.2%,5-3,62.5%,11,73.1%,18.4%,9.6%,5.7%,61.8%,70.4%,42.3%,59.7%,35.0%,47.8%,0.87
Masters,12,5,7,41.7%,14-13,51.9%,147-139,51.4%,4-1,80.0%,12,80.9%,20.6%,12.6%,3.9%,62.0%,71.7%,54.3%,65.1%,36.8%,50.8%,1.05
Other Tours,49,25,24,51.0%,54-54,50.0%,556-560,49.8%,14-14,50.0%,47,85.0%,14.8%,10.7%,3.9%,65.7%,73.2%,53.3%,66.4%,33.6%,49.8%,1.00
Best of 5,16,8,8,50.0%,23-28,45.1%,218-248,46.8%,5-3,62.5%,16,78.4%,18.3%,11.7%,5.1%,63.6%,74.2%,43.7%,63.1%,35.3%,49.5%,0.96
Best of 3,65,33,32,50.8%,73-72,50.3%,755-746,50.3%,19-17,52.8%,59,84.1%,16.0%,11.1%,3.9%,65.0%,72.9%,53.6%,66.1%,34.2%,50.0%,1.01
Finals,3,1,2,33.3%,0-6,0.0%,24-33,42.1%,0-1,0.0%,3,88.9%,11.8%,11.6%,3.6%,71.1%,79.4%,44.6%,69.3%,28.5%,49.8%,0.93
Semi-finals,5,3,2,60.0%,6-5,54.5%,55-54,50.5%,2-2,50.0%,5,86.8%,14.8%,10.7%,2.8%,65.7%,73.5%,57.4%,68.0%,31.0%,50.1%,0.97
Quarter-finals,6,4,2,66.7%,9-5,64.3%,74-63,54.0%,0-2,0.0%,6,88.2%,20.9%,10.8%,5.0%,65.1%,74.3%,54.7%,67.5%,35.0%,51.4%,1.08
vs Righties,72,36,36,50.0%,88-89,49.7%,878-893,49.6%,22-17,56.4%,67,82.4%,16.7%,11.5%,4.3%,64.0%,73.1%,51.0%,65.1%,34.7%,49.9%,0.99
vs Lefties,9,5,4,55.6%,8-11,42.1%,95-101,48.5%,2-3,40.0%,8,84.3%,15.6%,9.0%,3.1%,70.7%,74.6%,48.1%,66.8%,33.0%,50.0%,1.00
vs Top 10,7,1,6,14.3%,4-13,23.5%,74-95,43.8%,1-1,50.0%,7,69.9%,17.9%,8.5%,4.5%,64.2%,66.4%,44.9%,58.7%,35.0%,47.6%,0.85
