Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,4,2,2,50.0%,2024,2026,R64,4,1.08,12.3%,6.0%,63.2%,71.9%,50.3%,64.0%,39.0%,69.0%,44.1%
Roland Garros,3,Clay,11,8,3,72.7%,4,4,0,100.0%,2023,2025,R32,11,0.97,8.1%,5.3%,62.2%,68.3%,43.3%,58.8%,40.0%,59.8%,40.6%
Wimbledon,3,Grass,7,4,3,57.1%,5,3,2,60.0%,2023,2025,R128,7,1.15,17.1%,5.7%,64.9%,80.9%,53.2%,71.2%,33.2%,70.3%,33.3%
US Open,3,Hard,6,3,3,50.0%,6,4,2,66.7%,2023,2025,R128,6,1.00,13.7%,5.9%,64.4%,77.6%,44.1%,65.7%,34.4%,67.7%,51.3%
Davis Cup,2,,4,3,1,75.0%,3,1,2,33.3%,2023,2025,,0,,,,,,,,,,
Rome Masters,2,Clay,6,4,2,66.7%,3,2,1,66.7%,2024,2025,R32,6,1.23,10.1%,4.8%,59.7%,74.7%,53.8%,66.2%,41.6%,50.0%,44.2%
Madrid Masters,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2024,2025,R64,5,1.13,12.3%,3.2%,64.9%,71.1%,58.5%,66.7%,37.6%,67.7%,25.5%
Belgrade,2,Hard,7,5,2,71.4%,4,4,0,100.0%,2021,2024,F,7,1.09,10.4%,3.7%,69.3%,71.8%,58.3%,67.7%,35.2%,67.6%,34.3%
Kitzbuhel,3,Clay,7,3,4,42.9%,1,1,0,100.0%,2022,2024,R32,7,1.04,12.9%,6.6%,60.9%,69.1%,50.8%,61.9%,39.8%,59.1%,36.4%
Gstaad,2,Clay,8,6,2,75.0%,5,3,2,60.0%,2023,2024,SF,8,1.03,8.6%,5.1%,63.0%,75.5%,52.0%,66.8%,34.3%,71.1%,40.0%
Astana,2,Hard,5,3,2,60.0%,3,1,2,33.3%,2022,2023,SF,5,0.93,11.3%,2.4%,67.2%,73.3%,55.5%,67.5%,30.4%,70.0%,40.0%
