Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Rotterdam R16,L vs Auger Aliassime,37.9%,47.0%,42.5%,42.0%,47.5%,55.0%,42.9%,54.3%,64.7%,34.8%,50.0%,24.0%,36.0%,42.1%,-21
2026 Australian Open R64,L vs De Minaur,32.8%,44.5%,38.3%,38.5%,40.9%,55.7%,42.3%,49.7%,36.1%,25.0%,31.3%,23.7%,31.6%,31.0%,84
2025 Almaty R32,L vs Nakashima,32.4%,47.9%,51.1%,42.3%,38.3%,55.3%,55.2%,53.2%,31.6%,35.7%,50.0%,21.7%,34.8%,44.4%,-16
2025 US Open R128,L vs Altmaier,37.1%,51.8%,52.2%,46.3%,50.4%,67.5%,62.3%,65.3%,42.0%,34.2%,40.0%,17.5%,30.2%,40.4%,45
2025 Cincinnati R32,L vs Alcaraz,35.4%,43.0%,41.9%,41.8%,40.4%,48.9%,39.3%,51.1%,36.8%,25.0%,20.0%,37.5%,45.8%,46.7%,191
2025 Doha R32,W vs Tsitsipas,38.4%,53.6%,54.5%,45.8%,50.0%,67.6%,59.5%,61.2%,51.6%,37.2%,-,17.1%,28.6%,48.3%,40
2025 Marseille F,L vs Humbert,36.1%,45.8%,48.8%,39.6%,50.0%,61.4%,59.1%,55.7%,45.0%,29.2%,0.0%,17.4%,26.1%,36.8%,39
2025 Davis Cup Qualifiers RR,L vs Moller,28.7%,40.0%,45.3%,35.3%,34.7%,51.0%,53.1%,45.3%,47.8%,34.6%,0.0%,22.2%,25.9%,33.3%,95
2024 Belgrade F,L vs Shapovalov,24.6%,39.3%,52.3%,34.1%,30.4%,47.8%,50.0%,43.0%,48.0%,23.8%,100.0%,7.7%,15.4%,58.3%,-45
2024 Stuttgart R16,L vs Bublik,47.6%,50.8%,34.5%,49.4%,59.1%,61.4%,33.3%,61.6%,41.7%,30.0%,25.0%,26.7%,33.3%,36.4%,113
2023 NextGen Finals F,W vs Fils,46.7%,55.4%,59.6%,56.3%,56.5%,68.1%,73.3%,69.3%,57.1%,43.9%,100.0%,19.0%,19.0%,35.3%,-10
2023 Gstaad R16,W vs Thiem,40.2%,50.6%,46.5%,44.3%,49.0%,62.7%,50.0%,55.9%,28.6%,43.3%,50.0%,37.0%,44.4%,41.2%,187
2022 Belgrade R32,L vs Djere,25.0%,38.3%,48.8%,31.0%,35.1%,51.4%,45.8%,44.9%,57.1%,50.0%,0.0%,10.5%,21.1%,52.9%,-22
Career (13 matches),,36.0%,47.7%,48.0%,42.8%,45.7%,59.6%,52.4%,56.2%,44.9%,34.1%,30.6%,21.8%,30.9%,41.3%,85
