Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,24,12,12,50.0%,23-29,44.2%,225-240,48.4%,0-1,0.0%,7,53.0%,29.0%,2.2%,2.2%,66.4%,56.7%,40.9%,51.4%,40.2%,46.1%,0.83
Clay,156,99,57,63.5%,208-139,59.9%,1742-1496,53.8%,16-11,59.3%,36,56.7%,45.2%,1.7%,3.0%,67.6%,57.0%,43.4%,52.6%,48.2%,50.4%,1.02
Finals,11,6,5,54.5%,14-12,53.8%,128-118,52.0%,0-1,0.0%,2,72.0%,41.7%,1.8%,1.8%,61.3%,63.0%,55.6%,60.1%,46.3%,53.3%,1.16
Semi-finals,16,11,5,68.8%,23-12,65.7%,178-149,54.4%,1-0,100.0%,2,61.9%,57.1%,2.9%,2.9%,61.8%,57.1%,51.9%,55.1%,53.8%,54.5%,1.20
Quarter-finals,31,15,16,48.4%,35-40,46.7%,343-361,48.7%,4-2,66.7%,9,51.5%,33.3%,1.3%,3.4%,66.8%,51.9%,43.6%,49.1%,42.8%,46.1%,0.84
vs Righties,113,65,48,57.5%,138-114,54.8%,1208-1130,51.7%,8-6,57.1%,33,58.3%,40.5%,1.6%,2.5%,67.1%,58.6%,43.4%,53.6%,46.3%,50.0%,1.00
vs Lefties,18,11,7,61.1%,21-15,58.3%,195-159,55.1%,2-4,33.3%,7,58.8%,41.3%,2.5%,2.9%,69.3%,56.0%,46.7%,53.1%,46.3%,49.9%,0.99
