Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Sharm El Sheikh QF,L vs Dunne,66.1%,51.4%,3.6%,1/1,2.50,9.4%,76.2%,53.1%,4.8%,2.58,11.6%,55.6%,40.0%,0.0%,2.17,0.0%
2022 US Open Q1,W vs Chwalinska,81.8%,53.7%,3.0%,2/0,1.96,18.1%,85.7%,58.3%,0.0%,2.03,29.4%,78.3%,44.4%,8.7%,1.84,0.0%
Last 52 Weeks (1 matches),,66.1%,51.4%,3.6%,50.0%,2.50,9.4%,76.2%,53.1%,4.8%,2.58,11.6%,55.6%,40.0%,0.0%,2.17,0.0%
Career (2 matches),,74.6%,52.7%,3.3%,75.0%,2.17,14.7%,81.0%,55.9%,2.4%,2.28,21.3%,71.9%,43.5%,6.3%,1.92,0.0%
