Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),225,312,254,1490,305,1390,218,1466,,,245,330,,
2025,236,310,223,1530,283,1414,196,1498,,,190,421
2024,272,249,289,1441,340,1346,238,1428,,,203,384
2023,426,136,,,,,,,,,,
2022,190,344,160,1575,222,1432,119,1566,,,,
2021,360,167,,,,,,,,,,
2020,1065,11,,,,,,,,,,
