Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,2,0,2,0.0%,1-4,20.0%,21-25,45.7%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2020,3,2,1,66.7%,4-2,66.7%,30-23,56.6%,1-0,100.0%,0,,,,,,,,,,,,QF (W25 Nonthaburi)
2019,11,7,4,63.6%,14-11,56.0%,122-111,52.4%,2-2,50.0%,0,,,,,,,,,,,,W (W25 Almaty)
2018,13,6,7,46.2%,12-13,48.0%,114-119,48.9%,0-1,0.0%,0,,,,,,,,,,,,SF (Nantes $25K)
2017,30,13,17,43.3%,29-41,41.4%,314-344,47.7%,3-6,33.3%,0,,,,,,,,,,,,F (Almaty $25K)
2016,24,9,15,37.5%,24-31,43.6%,222-256,46.4%,2-2,50.0%,1,62.5%,25.0%,0.0%,0.0%,81.3%,61.0%,34.8%,56.1%,38.0%,48.0%,0.87,F (Ystad $25K)
2015,27,14,13,51.9%,32-28,53.3%,281-267,51.3%,3-4,42.9%,0,,,,,,,,,,,,QF (5x)
2014,22,13,9,59.1%,30-21,58.8%,251-230,52.2%,3-3,50.0%,0,,,,,,,,,,,,W (Bukhara 25K)
2013,5,3,2,60.0%,7-4,63.6%,63-53,54.3%,0-2,0.0%,0,,,,,,,,,,,,QF (Croissy Beaubourg 50K)
2012,12,4,8,33.3%,9-19,32.1%,103-144,41.7%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2011,22,16,6,72.7%,34-13,72.3%,255-202,55.8%,4-1,80.0%,0,,,,,,,,,,,,F (2x)
2010,3,1,2,33.3%,2-5,28.6%,34-36,48.6%,0-2,0.0%,0,,,,,,,,,,,,R16 (Poitiers 100K)
2009,18,11,7,61.1%,24-15,61.5%,203-169,54.6%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2008,4,1,3,25.0%,2-7,22.2%,39-50,43.8%,0-3,0.0%,0,,,,,,,,,,,,R16 (Poitiers 100K)
2007,16,10,6,62.5%,20-16,55.6%,171-152,52.9%,3-0,100.0%,0,,,,,,,,,,,,W (Mumbai 25K)
2006,24,14,10,58.3%,30-23,56.6%,270-227,54.3%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2005,21,11,10,52.4%,25-22,53.2%,234-216,52.0%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2004,32,23,9,71.9%,48-20,70.6%,365-231,61.2%,2-3,40.0%,0,,,,,,,,,,,,W (3x)
2003,43,36,7,83.7%,75-23,76.5%,550-355,60.8%,3-4,42.9%,0,,,,,,,,,,,,W (4x)
2002,21,15,6,71.4%,32-14,69.6%,231-168,57.9%,2-0,100.0%,0,,,,,,,,,,,,F (2x)
Career,353,209,144,59.2%,454-332,57.8%,3873-3378,53.4%,37-41,47.4%,1,62.5%,25.0%,0.0%,0.0%,81.3%,61.0%,34.8%,56.1%,38.0%,48.0%,0.87,
