Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-1,0.0%,0,,,,,,,,,,,,
2025,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,77.8%,0.0%,3.5%,3.5%,68.4%,71.8%,44.4%,63.2%,20.8%,42.7%,0.56,R32 (Gstaad)
2024,8,4,4,50.0%,7-9,43.8%,67-77,46.5%,2-0,100.0%,8,73.3%,18.9%,2.8%,3.9%,58.5%,66.6%,48.4%,59.0%,33.4%,47.6%,0.82,R16 (3x)
2023,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,70.0%,9.1%,4.4%,4.4%,52.9%,66.7%,50.0%,58.8%,32.3%,45.9%,0.78,R64 (Barcelona)
2022,2,0,2,0.0%,3-5,37.5%,30-37,44.8%,0-0,-,2,75.8%,14.7%,7.6%,2.9%,62.9%,71.2%,43.6%,61.0%,34.3%,47.5%,0.88,R32 (Gijon)
2021,3,1,2,33.3%,6-8,42.9%,68-72,48.6%,0-2,0.0%,3,80.3%,18.8%,9.1%,5.3%,61.2%,73.4%,45.5%,62.6%,35.9%,49.5%,0.96,R64 (US Open)
2020,1,0,1,0.0%,0-3,0.0%,10-19,34.5%,0-0,-,1,71.4%,0.0%,6.7%,3.3%,70.0%,65.1%,48.1%,60.0%,27.6%,43.1%,0.69,R128 (Australian Open)
2019,5,2,3,40.0%,4-6,40.0%,39-55,41.5%,1-0,100.0%,5,66.7%,14.0%,5.2%,4.2%,48.4%,66.7%,49.4%,57.7%,34.5%,45.8%,0.82,QF (Sao Paulo)
2018,8,5,3,62.5%,11-10,52.4%,99-99,50.0%,0-2,0.0%,8,74.7%,26.8%,3.6%,3.4%,58.5%,66.8%,50.9%,60.2%,40.2%,50.0%,1.01,SF (Umag)
2017,3,1,2,33.3%,3-7,30.0%,45-59,43.3%,1-1,50.0%,3,63.5%,24.0%,2.2%,6.1%,56.4%,62.7%,46.8%,55.8%,37.5%,47.3%,0.85,R32 (Umag)
2016,6,2,4,33.3%,7-11,38.9%,84-95,46.9%,2-0,100.0%,6,73.7%,20.8%,3.7%,4.8%,61.3%,66.1%,51.2%,60.3%,37.1%,48.8%,0.94,R32 (Bastad)
2013,2,1,1,50.0%,1-3,25.0%,17-22,43.6%,0-0,-,2,70.0%,20.0%,1.3%,1.9%,63.7%,64.0%,43.9%,56.7%,36.5%,47.7%,0.84,R16 (Buenos Aires)
2012,2,1,1,50.0%,3-2,60.0%,26-26,50.0%,0-1,0.0%,2,57.7%,44.0%,1.8%,5.4%,47.0%,60.3%,47.7%,53.6%,45.9%,49.7%,0.99,R16 (Umag)
Career,44,17,27,38.6%,45-72,38.5%,515-611,45.7%,6-7,46.2%,42,72.3%,20.5%,4.3%,4.3%,58.5%,67.0%,48.5%,59.3%,36.5%,48.1%,0.90,
