Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Umag R16,L vs Musetti,16,37,0.4,11.5%,26.6%,15,31,0.5,11.8%,24.4%,7.9%,3.9%,1.0,17.3%,18.0%
2021 US Open R64,L vs Bagnis,32,35,0.9,13.0%,14.2%,23,29,0.8,10.5%,13.2%,8.7%,1.8%,1.3,12.2%,9.8%
2021 US Open R128,W vs Davidovich Fokina,47,64,0.7,13.2%,18.0%,29,52,0.6,9.5%,17.1%,6.6%,2.6%,0.6,12.4%,21.7%
2021 Wimbledon R128,L vs Bonzi,42,39,1.1,17.2%,16.0%,30,34,0.9,14.0%,15.9%,6.1%,6.1%,1.1,16.4%,15.6%
2020 Australian Open R128,L vs Sandgren,19,18,1.1,10.1%,9.6%,19,18,1.1,11.6%,11.0%,,,0.9,10.1%,11.7%
2019 US Open R128,L vs Nishikori,5,12,0.4,7.4%,17.6%,3,9,0.3,5.2%,15.5%,3.4%,1.7%,1.2,20.6%,17.6%
2019 Sao Paulo R16,W vs Seyboth Wild,17,21,0.8,12.9%,15.9%,13,19,0.7,10.8%,15.8%,5.8%,5.0%,0.5,12.1%,26.5%
2018 Roland Garros R64,L vs Cecchinato,24,33,0.7,12.6%,17.3%,24,33,0.7,13.3%,18.2%,,,1.4,17.8%,12.6%
2018 Roland Garros R128,W vs Tomic,52,32,1.6,19.1%,11.8%,52,32,1.6,21.8%,13.4%,,,0.8,9.9%,13.2%
2017 Roland Garros R64,L vs Garcia Lopez,20,30,0.7,8.8%,13.3%,16,24,0.7,8.0%,11.9%,4.5%,3.5%,1.0,19.5%,19.0%
2017 Roland Garros R128,W vs Halys,46,41,1.1,12.8%,11.5%,43,31,1.4,13.8%,9.9%,8.0%,4.8%,0.8,15.4%,19.6%
2016 Roland Garros R128,W vs Cilic,35,33,1.1,14.3%,13.5%,31,28,1.1,14.1%,12.7%,7.3%,6.4%,0.8,16.8%,20.1%
2016 Australian Open R64,L vs Dimitrov,26,38,0.7,11.5%,16.7%,22,31,0.7,10.9%,15.4%,7.0%,4.0%,1.1,18.9%,17.6%
2015 Guayaquil CH SF,L vs Schwartzman,27,50,0.5,15.7%,29.1%,24,44,0.5,15.3%,28.0%,7.6%,7.6%,0.5,9.3%,18.0%
2015 Bangkok CH QF,W vs Sarkissian,28,40,0.7,16.2%,23.1%,24,33,0.7,16.0%,22.0%,6.7%,8.7%,0.6,11.0%,19.1%
Career (15 matches),,436,523,0.8,13.5%,16.2%,368,448,0.8,12.8%,15.6%,5.5%,3.7%,0.8,14.4%,17.3%
