Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Umag R16,L vs Musetti,11% (1/9),100% (1/1),0/3,60% (6/10),33% (2/6),1/1,0/0,1/2,0/0,0/1
2021 US Open R64,L vs Bagnis,15% (3/20),67% (2/3),0/3,35% (7/20),43% (3/7),0/1,0/0,2/3,0/0,0/0
2021 US Open R128,W vs Davidovich Fokina,48% (13/27),54% (7/13),0/5,32% (9/28),44% (4/9),4/6,2/2,4/4,0/0,0/0
2021 Wimbledon R128,L vs Bonzi,23% (5/22),80% (4/5),1/5,29% (6/21),17% (1/6),4/4,2/2,1/1,0/0,0/0
2020 Australian Open R128,L vs Sandgren,20% (3/15),0% (0/3),0/4,29% (4/14),0% (0/4),0/0,0/0,1/1,0/0,0/0
2019 Gstaad Q2,L vs Moroni,22% (2/9),0% (0/2),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2019 Sao Paulo QF,L vs Pella,38% (3/8),0% (0/3),0/3,86% (6/7),33% (2/6),0/0,0/0,1/2,0/0,1/1
2019 Sao Paulo R16,W vs Seyboth Wild,45% (5/11),60% (3/5),0/1,18% (2/11),50% (1/2),3/3,2/2,1/1,1/1,0/0
2019 Sao Paulo R32,W vs Daniel,38% (6/16),67% (4/6),2/4,40% (6/15),33% (2/6),3/4,1/1,0/0,0/0,0/0
2019 Cordoba Q1,L vs Cachin,18% (2/11),50% (1/2),0/2,40% (4/10),25% (1/4),1/1,0/0,2/3,0/0,1/1
2018 Bratislava CH R32,L vs Stakhovsky,0% (0/9),- (0/0),0/1,56% (5/9),40% (2/5),0/0,0/0,0/2,0/0,0/1
2018 Barcelona CH QF,W vs Sousa,57% (8/14),100% (8/8),3/5,64% (9/14),33% (3/9),5/8,2/2,0/1,1/1,0/0
2018 Florence  CH F,L vs Andujar,18% (2/11),50% (1/2),0/2,60% (6/10),50% (3/6),1/1,0/1,1/2,0/0,1/1
2018 Biella CH QF,L vs Monteiro,13% (1/8),0% (0/1),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,1/1
2018 Biella CH R16,W vs Robredo,33% (4/12),75% (3/4),1/1,17% (2/12),50% (1/2),3/3,2/3,1/1,1/2,0/0
2018 Tampere CH R16,W vs Coppejans,61% (11/18),82% (9/11),4/8,50% (9/18),11% (1/9),6/8,1/3,2/2,1/1,1/1
2018 Umag SF,L vs Cecchinato,38% (3/8),33% (1/3),0/4,71% (5/7),0% (0/5),1/1,0/0,1/2,0/0,1/1
2018 Umag QF,W vs Donskoy,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2018 Umag R16,W vs Fucsovics,53% (8/15),50% (4/8),0/1,33% (5/15),60% (3/5),3/4,2/2,1/2,1/1,0/0
2018 Umag Q1,W vs Bagnis,40% (4/10),75% (3/4),1/2,55% (6/11),67% (4/6),3/3,1/1,2/2,1/1,0/0
2024 (1 matches),,11.1%,100.0%,0.0%,60.0%,33.3%,100.0%,-,50.0%,-,0.0%
2021 (3 matches),,30.4%,61.9%,7.7%,31.9%,36.4%,72.7%,100.0%,87.5%,-,-
2020 (1 matches),,20.0%,0.0%,0.0%,28.6%,0.0%,-,-,100.0%,-,-
2019 (5 matches),,32.7%,44.4%,15.4%,43.1%,31.8%,87.5%,100.0%,71.4%,100.0%,100.0%
2018 (24 matches),,38.0%,76.4%,31.5%,45.1%,34.7%,70.7%,78.6%,68.0%,92.3%,77.8%
Career (127 matches),,35.2%,69.4%,22.4%,43.2%,28.2%,72.3%,69.9%,70.1%,72.7%,67.3%
