Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R64,L vs Jovic,0.0%,-,3.6%,75.0%,8.3%,10.5%,0.0%,17.1%,33.3%,2.1%,66.7%,102,134
2026 Austin 125 SF,L vs Andreescu,0.0%,-,4.5%,62.5%,15.6%,21.2%,50.0%,11.1%,18.2%,0.0%,-,69,56
2026 Brisbane R16,L vs Rybakina,0.0%,-,3.3%,100.0%,21.3%,40.0%,0.0%,6.2%,20.0%,0.6%,100.0%,5,69
2025 Berlin R16,W vs Navarro,0.0%,-,11.2%,64.7%,15.5%,18.2%,0.0%,15.7%,42.1%,1.7%,60.0%,66,71
2025 Roland Garros R128,W vs Osaka,0.0%,-,3.0%,83.3%,17.3%,31.4%,33.3%,6.3%,25.8%,0.9%,33.3%,-68,-54
2025 Merida R16,W vs Cristian,0.0%,-,10.5%,100.0%,11.0%,20.0%,33.3%,6.3%,18.2%,1.0%,50.0%,-102,-61
2025 Dubai R16,L vs Rybakina,0.0%,-,3.1%,87.5%,13.8%,25.8%,0.0%,12.8%,62.5%,0.0%,-,20,48
2025 Doha R32,L vs Anisimova,0.0%,-,5.5%,50.0%,18.0%,17.6%,100.0%,16.1%,23.5%,0.6%,100.0%,-60,-23
2025 Abu Dhabi R16,L vs Noskova,0.0%,-,4.1%,50.0%,8.5%,20.0%,0.0%,16.7%,28.6%,0.8%,100.0%,-79,-49
2025 Australian Open SF,L vs Sabalenka,0.0%,-,5.0%,66.7%,12.7%,26.3%,0.0%,8.8%,33.3%,0.0%,-,-92,-23
2025 Australian Open QF,W vs Gauff,0.0%,-,6.7%,80.0%,9.6%,9.5%,0.0%,8.0%,18.2%,0.4%,100.0%,-86,-46
2025 Australian Open R16,W vs Danilovic,0.0%,-,2.7%,100.0%,20.7%,30.0%,0.0%,15.5%,9.1%,0.0%,-,-24,41
2025 Australian Open R32,W vs Kostyuk,0.0%,-,13.7%,63.3%,13.4%,15.2%,0.0%,10.2%,30.0%,0.8%,0.0%,32,22
2025 Australian Open R64,W vs Gibson,0.0%,-,6.9%,100.0%,28.0%,33.3%,100.0%,19.2%,26.7%,0.0%,-,49,108
2024 BJK Cup Finals RR,L vs Swiatek,0.0%,-,3.6%,57.1%,8.2%,13.9%,33.3%,3.0%,11.1%,0.6%,50.0%,-22,-7
2024 Ningbo QF,W vs Haddad Maia,0.0%,-,4.8%,60.0%,25.4%,20.0%,33.3%,18.9%,33.3%,0.0%,-,13,66
2024 Beijing SF,L vs Gauff,0.0%,-,2.9%,83.3%,10.3%,17.9%,33.3%,9.4%,16.7%,0.5%,100.0%,-15,-7
2024 Beijing R16,W vs Pegula,0.0%,-,7.7%,57.1%,17.3%,23.1%,0.0%,18.3%,20.0%,0.0%,-,9,55
2024 Beijing R64,W vs Tomova,0.0%,-,9.6%,90.9%,16.3%,26.3%,40.0%,6.6%,18.2%,0.0%,-,-50,-38
2024 US Open QF,L vs Navarro,0.0%,-,5.4%,50.0%,5.7%,12.5%,0.0%,7.8%,40.0%,0.5%,0.0%,0,33
Last 52 Weeks (5 matches),,0.0%,-,5.1%,71.8%,15.6%,23.5%,22.2%,10.4%,28.9%,1.0%,58.3%,23,41
Career (87 matches),,0.0%,-,5.6%,68.5%,13.8%,21.1%,18.4%,9.8%,27.8%,0.5%,39.2%,-38,-8
