Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,5,9,35.7%,13-16,44.8%,133-146,47.7%,1-1,50.0%,13,65.4%,29.8%,7.8%,10.8%,55.1%,70.0%,39.9%,56.5%,41.2%,49.0%,0.95
Clay,8,5,3,62.5%,9-8,52.9%,83-80,50.9%,0-1,0.0%,8,68.2%,33.3%,3.8%,5.6%,61.7%,68.1%,42.4%,58.3%,42.4%,50.3%,1.02
Grass,4,2,2,50.0%,5-3,62.5%,38-34,52.8%,1-0,100.0%,4,70.3%,31.4%,8.2%,7.3%,56.6%,74.2%,38.9%,58.9%,42.8%,50.7%,1.04
Grand Slams,6,3,3,50.0%,7-8,46.7%,71-72,49.7%,0-1,0.0%,6,68.5%,30.4%,4.8%,6.4%,60.2%,68.4%,42.2%,58.0%,41.8%,49.9%,1.00
Premiers,7,3,4,42.9%,8-8,50.0%,73-74,49.7%,1-1,50.0%,7,67.6%,30.6%,7.8%,9.9%,57.3%,69.4%,40.6%,57.1%,42.1%,49.6%,0.98
Internationals,2,1,1,50.0%,1-2,33.3%,14-15,48.3%,0-0,-,2,63.2%,35.3%,2.4%,5.7%,61.0%,58.7%,50.0%,55.3%,42.3%,49.1%,0.95
Quarter-finals,2,0,2,0.0%,1-3,25.0%,15-21,41.7%,0-0,-,2,57.9%,22.2%,2.4%,7.9%,62.7%,57.0%,46.8%,53.2%,33.3%,44.3%,0.71
vs Righties,24,11,13,45.8%,25-25,50.0%,234-241,49.3%,2-2,50.0%,23,67.7%,30.3%,6.6%,8.6%,58.0%,69.7%,40.7%,57.5%,41.3%,49.5%,0.97
vs Lefties,2,1,1,50.0%,2-2,50.0%,20-19,51.3%,0-0,-,2,60.0%,42.1%,5.7%,8.1%,52.0%,71.9%,39.0%,56.1%,47.9%,51.7%,1.09
vs Top 10,3,1,2,33.3%,2-3,40.0%,22-27,44.9%,1-0,100.0%,3,64.0%,21.7%,7.7%,10.1%,53.0%,69.7%,39.2%,55.4%,39.9%,47.7%,0.89
