Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,169,98,71,58.0%,216-153,58.5%,1879-1661,53.1%,33-16,67.3%,159,71.2%,34.3%,6.4%,7.3%,59.7%,68.7%,45.2%,59.2%,43.5%,51.4%,1.07
Clay,86,58,28,67.4%,122-74,62.2%,1018-815,55.5%,9-10,47.4%,86,70.5%,40.7%,4.3%,6.0%,62.0%,66.1%,46.7%,58.7%,45.7%,52.2%,1.11
Grass,29,16,13,55.2%,36-29,55.4%,319-294,52.0%,4-4,50.0%,29,71.4%,31.6%,6.1%,6.4%,59.1%,68.6%,45.3%,59.1%,42.6%,50.9%,1.04
Grand Slams,64,41,23,64.1%,87-60,59.2%,754-639,54.1%,10-3,76.9%,64,72.1%,35.8%,5.8%,6.6%,62.1%,67.4%,47.1%,59.7%,44.0%,51.9%,1.09
Premiers,116,69,47,59.5%,153-103,59.8%,1322-1122,54.1%,23-16,59.0%,115,71.8%,35.8%,6.0%,6.5%,61.1%,67.9%,45.9%,59.3%,44.1%,51.6%,1.08
Internationals,32,18,14,56.3%,36-34,51.4%,332-328,50.3%,4-5,44.4%,31,66.5%,35.4%,4.0%,6.5%,59.1%,66.3%,42.3%,56.5%,43.3%,50.1%,0.99
Finals,4,4,0,100.0%,7-3,70.0%,55-46,54.5%,3-0,100.0%,4,70.0%,38.0%,7.4%,7.1%,59.4%,67.8%,43.7%,58.0%,45.6%,51.8%,1.09
Semi-finals,18,4,14,22.2%,11-25,30.6%,142-183,43.7%,0-1,0.0%,17,62.5%,25.6%,3.8%,8.3%,60.7%,64.9%,40.8%,55.5%,39.8%,47.6%,0.89
Quarter-finals,33,17,16,51.5%,40-29,58.0%,361-327,52.5%,5-5,50.0%,32,69.9%,34.0%,5.8%,6.6%,59.4%,66.1%,46.3%,58.1%,43.0%,50.5%,1.03
vs Righties,244,146,98,59.8%,321-227,58.6%,2776-2420,53.4%,41-26,61.2%,237,69.8%,36.4%,5.6%,6.8%,60.6%,67.4%,45.1%,58.6%,44.2%,51.4%,1.07
vs Lefties,37,24,13,64.9%,48-26,64.9%,396-315,55.7%,4-4,50.0%,34,79.6%,33.7%,6.6%,6.7%,59.5%,71.3%,49.0%,62.3%,43.1%,52.7%,1.14
vs Top 10,42,15,27,35.7%,40-52,43.5%,436-467,48.3%,7-6,53.8%,40,66.7%,29.1%,5.1%,6.6%,59.6%,64.8%,45.0%,56.8%,41.1%,49.1%,0.95
