Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,3,1,75.0%,7-3,70.0%,52-41,55.9%,1-0,100.0%,4,74.5%,35.6%,6.7%,8.6%,53.3%,69.0%,48.3%,59.4%,45.1%,52.2%,1.11,SF (Austin 125 1)
2020,6,4,2,66.7%,9-3,75.0%,69-44,61.1%,1-0,100.0%,0,,,,,,,,,,,,SF (W60 Burnie)
2019,53,37,16,69.8%,79-36,68.7%,608-440,58.0%,3-8,27.3%,6,72.4%,33.9%,3.7%,7.2%,62.5%,69.0%,42.9%,59.2%,42.4%,51.3%,1.04,W (W25 Makinohara)
2018,39,28,11,71.8%,57-32,64.0%,449-377,54.4%,4-3,57.1%,1,50.0%,16.7%,2.4%,8.3%,60.7%,62.7%,27.3%,48.8%,36.8%,43.1%,0.72,W (3x)
2017,55,36,19,65.5%,77-40,65.8%,603-476,55.9%,11-2,84.6%,0,,,,,,,,,,,,W (El Espinar Segovia $25K)
2016,25,16,9,64.0%,35-18,66.0%,267-199,57.3%,2-1,66.7%,0,,,,,,,,,,,,F (Jackson MS $25K)
2015,12,8,4,66.7%,19-10,65.5%,153-115,57.1%,2-3,40.0%,0,,,,,,,,,,,,W (Denain $25K)
2014,13,7,6,53.8%,16-15,51.6%,135-143,48.6%,1-0,100.0%,0,,,,,,,,,,,,F (Victoria 25K)
2013,29,20,9,69.0%,42-21,66.7%,314-267,54.0%,3-1,75.0%,0,,,,,,,,,,,,W (Sant Jordi 10K)
2012,2,0,2,0.0%,0-4,0.0%,16-26,38.1%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,238,159,79,66.8%,341-182,65.2%,2666-2128,55.6%,28-18,60.9%,11,70.9%,32.8%,4.7%,7.9%,58.8%,68.4%,43.7%,58.2%,43.0%,50.8%,1.03,
