Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,22,15,7,68.2%,5,4,1,80.0%,2019,2026,SF,22,1.14,6.6%,7.4%,59.5%,70.0%,46.7%,60.6%,45.1%,60.5%,47.5%
Roland Garros,6,Clay,19,13,6,68.4%,5,2,3,40.0%,2019,2025,QF,19,1.10,4.0%,5.5%,65.9%,63.7%,47.1%,58.0%,46.3%,56.1%,53.7%
Wimbledon,7,Grass,20,13,7,65.0%,3,2,1,66.7%,2018,2025,R16,19,1.09,6.2%,6.0%,61.1%,68.7%,48.3%,60.8%,42.8%,63.0%,40.1%
US Open,7,Hard,18,10,8,55.6%,6,5,1,83.3%,2015,2024,QF,16,1.04,5.3%,7.7%,59.4%,68.1%,47.0%,59.5%,42.1%,57.6%,47.7%
Olympics,1,,4,3,1,75.0%,2,1,1,50.0%,2021,2021,QF,0,,,,,,,,,,
Miami,10,Hard,21,11,10,52.4%,4,3,1,75.0%,2025,2026,QF,20,1.00,5.5%,7.4%,61.0%,68.7%,42.7%,58.6%,41.5%,55.8%,49.3%
Indian Wells,5,Hard,15,11,4,73.3%,4,4,0,100.0%,2019,2026,W,15,1.09,4.2%,8.4%,63.2%,65.7%,46.3%,58.6%,45.3%,58.0%,41.4%
Dubai,5,Hard,8,3,5,37.5%,4,1,3,25.0%,2022,2026,R16,8,1.13,8.0%,6.7%,57.5%,73.5%,49.8%,63.4%,41.5%,60.9%,31.1%
Abu Dhabi,3,Hard,5,2,3,40.0%,0,0,0,-,2021,2026,R16,5,0.95,6.2%,7.8%,61.5%,66.7%,36.4%,55.0%,42.8%,46.7%,48.8%
Adelaide,3,Hard,4,1,3,25.0%,3,1,2,33.3%,2024,2026,R16,4,0.97,4.8%,5.8%,58.9%,62.9%,47.4%,56.5%,42.2%,65.5%,43.9%
Brisbane,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2026,R16,3,0.96,6.5%,11.1%,54.2%,69.0%,41.7%,56.5%,41.9%,57.7%,23.7%
