Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,6,8,42.9%,14-16,46.7%,136-145,48.4%,0-1,0.0%,14,65.0%,31.4%,7.3%,10.4%,56.0%,70.8%,38.5%,56.6%,42.0%,49.4%,0.97,R16 (2x)
2025,32,18,14,56.3%,41-27,60.3%,352-306,53.5%,7-5,58.3%,30,72.9%,33.1%,6.2%,5.7%,60.0%,70.1%,46.2%,60.5%,42.9%,51.7%,1.09,SF (Australian Open)
2024,56,37,19,66.1%,83-48,63.4%,672-545,55.2%,5-4,55.6%,56,73.3%,36.7%,6.5%,7.6%,57.2%,69.3%,46.7%,59.6%,44.7%,52.3%,1.11,W (Washington)
2023,28,18,10,64.3%,40-22,64.5%,341-267,56.1%,6-5,54.5%,27,74.0%,37.9%,5.3%,6.1%,57.2%,68.8%,49.0%,60.3%,44.7%,52.4%,1.13,SF (Adelaide 2)
2022,54,32,22,59.3%,69-49,58.5%,586-521,52.9%,14-4,77.8%,52,68.9%,36.4%,5.5%,5.7%,62.0%,65.4%,46.4%,58.2%,44.4%,51.3%,1.06,W (Sydney)
2021,60,43,17,71.7%,89-48,65.0%,743-592,55.7%,12-8,60.0%,56,72.7%,38.0%,5.3%,7.4%,64.8%,68.3%,43.7%,59.7%,45.1%,52.3%,1.12,W (2x)
2020,11,7,4,63.6%,14-11,56.0%,127-104,55.0%,0-0,-,11,67.2%,44.3%,5.1%,5.1%,65.8%,64.0%,46.9%,58.1%,47.1%,52.5%,1.12,SF (Istanbul)
2019,16,7,9,43.8%,15-19,44.1%,152-172,46.9%,2-2,50.0%,16,68.6%,25.5%,5.6%,5.2%,57.7%,66.7%,44.7%,57.4%,38.9%,48.4%,0.91,SF (Palermo)
2018,4,2,2,50.0%,4-5,44.4%,40-39,50.6%,0-1,0.0%,4,62.5%,38.5%,3.3%,8.0%,56.9%,63.1%,42.9%,54.3%,44.1%,49.4%,0.97,QF (Rabat)
2017,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,45.5%,36.4%,1.4%,11.6%,49.3%,55.9%,37.1%,46.4%,43.3%,45.0%,0.81,R128 (Miami)
2016,3,0,3,0.0%,1-5,16.7%,22-33,40.0%,0-0,-,3,63.3%,17.2%,1.0%,5.2%,61.8%,60.2%,52.1%,57.1%,34.3%,46.2%,0.80,R32 (Mallorca)
2015,5,2,3,40.0%,4-4,50.0%,36-33,52.2%,0-0,-,4,59.3%,53.6%,5.8%,10.4%,66.2%,67.6%,46.2%,60.4%,46.2%,53.2%,1.17,R32 (2x)
Career,284,172,112,60.6%,374-256,59.4%,3216-2770,53.7%,46-30,60.5%,274,71.0%,36.1%,5.7%,6.8%,60.4%,67.8%,45.7%,59.1%,44.1%,51.6%,1.08,
