Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R64,L vs Jovic,25.9%,34.5%,30.3%,48.3%,62.1%,46.7%,69.2%,62.5%,57.1%,5.3%,10.5%,16.7%,54.5%,62.5%,50.0%,-79
2026 Austin 125 SF,L vs Andreescu,28.6%,36.9%,40.4%,41.5%,51.2%,37.5%,42.9%,45.0%,60.0%,23.3%,33.3%,43.5%,14.3%,31.3%,-,38
2026 Brisbane R16,L vs Rybakina,25.3%,32.0%,38.3%,30.8%,41.0%,40.7%,35.0%,15.8%,40.0%,25.9%,29.6%,35.0%,9.1%,37.5%,0.0%,105
2025 Berlin R16,W vs Navarro,27.3%,40.9%,54.5%,38.5%,56.4%,70.8%,44.4%,28.6%,50.0%,13.0%,21.7%,35.0%,40.0%,53.8%,100.0%,9
2025 Roland Garros R128,W vs Osaka,18.8%,30.7%,63.2%,22.6%,37.1%,62.5%,39.4%,24.1%,25.0%,15.2%,24.2%,64.3%,18.2%,50.0%,0.0%,29
2025 Merida R16,W vs Cristian,30.2%,44.2%,71.4%,41.9%,58.1%,77.8%,33.3%,31.6%,-,0.0%,10.0%,60.0%,33.3%,75.0%,-,-119
2025 Dubai R16,L vs Rybakina,31.4%,42.4%,45.2%,34.8%,52.2%,51.1%,51.4%,26.5%,0.0%,31.7%,34.1%,35.7%,41.7%,44.8%,100.0%,93
2025 Doha R32,L vs Anisimova,26.6%,38.0%,37.5%,28.0%,40.0%,44.4%,29.6%,21.7%,16.7%,25.9%,37.0%,25.0%,9.1%,43.8%,33.3%,-21
2025 Abu Dhabi R16,L vs Noskova,23.2%,32.1%,29.3%,28.1%,37.5%,30.4%,43.8%,25.0%,40.0%,18.2%,27.3%,27.8%,27.3%,63.6%,-,-3
2025 Australian Open SF,L vs Sabalenka,30.6%,31.9%,37.0%,39.5%,39.5%,43.5%,36.8%,47.4%,33.3%,23.3%,26.7%,30.4%,41.7%,44.4%,50.0%,38
2025 Australian Open QF,W vs Gauff,31.7%,44.4%,48.8%,30.6%,47.2%,48.0%,57.1%,26.7%,-,36.0%,44.0%,50.0%,66.7%,56.3%,0.0%,-14
2025 Australian Open R16,W vs Danilovic,40.4%,47.4%,54.8%,50.0%,57.9%,63.2%,47.1%,47.6%,50.0%,25.0%,31.3%,41.7%,37.5%,37.5%,-,87
2025 Australian Open R32,W vs Kostyuk,16.7%,27.8%,54.0%,23.8%,38.1%,54.2%,45.5%,33.3%,37.5%,7.1%,14.3%,53.8%,6.7%,11.1%,0.0%,-42
2025 Australian Open R64,W vs Gibson,45.0%,62.5%,65.0%,68.2%,81.8%,57.1%,60.0%,16.7%,-,18.8%,43.8%,69.2%,83.3%,30.0%,-,30
2024 BJK Cup Finals RR,L vs Swiatek,22.5%,29.4%,39.2%,27.8%,37.0%,43.6%,64.0%,31.0%,66.7%,18.6%,23.3%,34.3%,61.1%,76.0%,100.0%,22
2024 Ningbo QF,W vs Haddad Maia,35.8%,50.9%,67.9%,48.1%,66.7%,71.4%,41.7%,33.3%,-,30.0%,45.0%,64.3%,33.3%,45.5%,-,97
2024 Beijing SF,L vs Gauff,19.7%,26.5%,43.2%,26.0%,35.1%,40.4%,78.4%,17.5%,20.0%,8.8%,11.8%,48.4%,55.6%,93.8%,100.0%,-32
2024 Beijing R16,W vs Pegula,26.0%,32.0%,62.5%,47.4%,47.4%,90.0%,75.0%,36.4%,-,15.4%,26.9%,50.0%,27.3%,66.7%,100.0%,30
2024 Beijing R64,W vs Tomova,15.9%,25.4%,61.2%,24.2%,33.3%,60.0%,83.3%,20.0%,0.0%,7.7%,19.2%,62.5%,40.0%,81.3%,100.0%,-42
2024 US Open QF,L vs Navarro,24.1%,25.9%,41.2%,31.4%,34.3%,45.8%,71.4%,28.6%,0.0%,16.7%,16.7%,30.0%,40.0%,50.0%,-,2
Last 52 Weeks (5 matches),,24.7%,34.6%,48.2%,34.3%,47.6%,53.6%,43.8%,33.3%,47.8%,17.4%,25.0%,41.3%,26.3%,45.3%,33.3%,42
Career (87 matches),,24.2%,33.7%,48.2%,29.9%,41.3%,51.1%,54.1%,30.3%,31.7%,18.3%,26.1%,43.3%,42.9%,56.1%,62.6%,55
