Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R64,L vs Jovic,3.1,2.6,3.7,36.0%,50.0%,57.1%,33.3%,58.2%,6.8%,-8.0,-10.7,2.0,3.7
2026 Austin 125 SF,L vs Andreescu,3.2,3.5,3.0,46.3%,46.9%,46.2%,54.5%,62.8%,3.6%,5.0,3.8,0.0,0.0
2026 Brisbane R16,L vs Rybakina,3.3,3.3,3.4,47.9%,30.6%,42.9%,40.0%,41.9%,10.0%,4.5,7.9,-7.5,-9.4
2025 Berlin R16,W vs Navarro,4.4,3.6,4.9,48.1%,64.7%,58.3%,53.3%,44.3%,7.5%,6.0,5.0,10.0,6.8
2025 Roland Garros R128,W vs Osaka,4.1,4.6,3.6,55.5%,56.6%,52.9%,50.0%,43.0%,6.8%,22.0,17.2,5.0,2.9
2025 Merida R16,W vs Cristian,5.4,5.0,5.8,64.1%,85.0%,42.9%,69.2%,57.7%,8.2%,9.5,8.6,6.0,7.8
2025 Dubai R16,L vs Rybakina,3.3,2.9,3.6,50.9%,44.1%,50.0%,55.6%,54.1%,5.2%,2.0,1.2,9.0,6.3
2025 Doha R32,L vs Anisimova,3.3,3.3,3.4,50.6%,40.9%,18.2%,50.0%,47.1%,7.6%,7.0,9.2,4.0,4.7
2025 Abu Dhabi R16,L vs Noskova,3.6,3.9,3.2,45.9%,35.0%,50.0%,22.2%,48.4%,10.6%,2.0,3.6,5.0,8.5
2025 Australian Open SF,L vs Sabalenka,3.7,3.8,3.6,45.6%,34.4%,50.0%,60.0%,53.2%,11.3%,-1.0,-1.2,4.0,5.7
2025 Australian Open QF,W vs Gauff,4.0,3.8,4.2,51.7%,50.0%,40.9%,90.0%,54.1%,5.4%,3.5,2.9,4.5,4.3
2025 Australian Open R16,W vs Danilovic,3.9,3.4,4.5,60.3%,58.6%,54.5%,40.0%,42.3%,4.8%,9.5,12.7,12.5,12.5
2025 Australian Open R32,W vs Kostyuk,4.2,4.5,4.0,54.3%,50.9%,40.7%,63.2%,59.3%,7.4%,4.0,1.7,4.5,3.0
2025 Australian Open R64,W vs Gibson,3.8,3.0,4.7,71.4%,87.5%,55.6%,66.7%,27.7%,12.3%,10.0,33.3,10.5,14.8
2024 BJK Cup Finals RR,L vs Swiatek,4.1,4.0,4.3,53.2%,38.8%,38.9%,41.2%,51.3%,4.3%,-6.5,-4.0,-5.0,-3.3
2024 Ningbo QF,W vs Haddad Maia,3.3,3.1,3.6,57.1%,50.0%,83.3%,100.0%,57.7%,1.7%,19.5,25.7,5.5,9.6
2024 Beijing SF,L vs Gauff,4.2,4.5,3.9,48.7%,40.4%,48.1%,52.6%,42.3%,3.3%,2.5,1.7,-3.5,-1.7
2024 Beijing R16,W vs Pegula,4.4,3.8,5.1,50.0%,73.5%,80.0%,70.0%,49.7%,5.7%,17.5,20.6,12.0,14.6
2024 Beijing R64,W vs Tomova,6.3,5.6,7.3,64.7%,50.0%,87.5%,48.4%,36.7%,4.3%,16.5,14.1,8.5,4.3
2024 US Open QF,L vs Navarro,4.3,3.8,4.8,42.4%,26.9%,50.0%,55.6%,52.6%,3.9%,-2.5,-2.2,-5.5,-5.7
Last 52 Weeks (5 matches),,3.7,3.6,3.7,47.4%,50.3%,52.9%,49.1%,49.0%,7.0%,5.9,5.8,1.9,1.8
Career (87 matches),,4.1,3.9,4.2,51.5%,49.3%,47.0%,47.3%,51.1%,7.0%,8.9,7.3,4.1,3.6
