Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R64,L vs Jovic,75.0%,48.7%,7.7%,2/2,2.12,21.2%,67.6%,48.0%,0.0%,1.76,40.0%,93.3%,50.0%,26.7%,2.42,5.6%
2026 Austin 125 SF,L vs Andreescu,53.8%,50.0%,6.5%,1/5,2.56,15.6%,65.3%,43.8%,4.1%,2.79,29.2%,78.3%,61.1%,17.4%,2.31,0.0%
2026 Brisbane R16,L vs Rybakina,71.7%,42.4%,8.7%,1/3,2.47,15.2%,47.6%,40.0%,4.8%,2.50,25.9%,92.0%,43.5%,12.0%,2.43,0.0%
2025 Berlin R16,W vs Navarro,82.6%,54.9%,2.3%,0/2,2.35,13.6%,85.2%,55.8%,1.6%,2.47,25.0%,79.2%,52.6%,4.2%,2.19,0.0%
2025 Roland Garros R128,W vs Osaka,73.2%,52.1%,4.1%,3/1,2.52,2.6%,67.8%,47.5%,3.4%,2.62,4.2%,93.9%,58.1%,6.1%,2.33,0.0%
2025 Merida R16,W vs Cristian,83.7%,58.3%,2.3%,1/0,2.58,21.4%,88.0%,63.6%,0.0%,2.63,33.3%,93.3%,50.0%,6.7%,2.48,0.0%
2025 Dubai R16,L vs Rybakina,70.8%,49.5%,2.9%,2/2,2.67,12.5%,67.8%,47.5%,2.3%,2.71,20.0%,90.5%,52.6%,4.8%,2.62,0.0%
2025 Doha R32,L vs Anisimova,70.1%,44.7%,13.4%,6/3,2.36,7.1%,73.0%,44.4%,13.5%,2.21,8.3%,74.1%,45.0%,14.8%,2.65,5.0%
2025 Abu Dhabi R16,L vs Noskova,64.3%,51.9%,19.0%,5/3,2.24,19.5%,71.9%,52.2%,12.5%,2.30,30.4%,50.0%,50.0%,50.0%,2.17,5.6%
2025 Australian Open SF,L vs Sabalenka,73.5%,36.1%,8.2%,2/2,2.66,13.0%,77.4%,29.2%,6.5%,2.32,21.7%,70.6%,50.0%,11.8%,3.02,4.3%
2025 Australian Open QF,W vs Gauff,74.4%,50.0%,4.7%,3/1,2.62,9.8%,76.9%,40.0%,3.8%,2.51,16.0%,85.7%,66.7%,7.1%,2.79,0.0%
2025 Australian Open R16,W vs Danilovic,85.7%,52.1%,1.8%,0/1,2.60,0.0%,80.6%,51.7%,2.8%,2.63,0.0%,95.0%,52.6%,0.0%,2.54,0.0%
2025 Australian Open R32,W vs Kostyuk,67.6%,45.3%,4.5%,2/3,2.14,17.2%,79.0%,44.9%,4.8%,2.23,29.2%,78.8%,46.2%,6.1%,2.04,2.6%
2025 Australian Open R64,W vs Gibson,78.1%,72.0%,9.4%,2/1,2.48,15.0%,83.3%,66.7%,11.1%,2.83,42.9%,83.3%,80.0%,8.3%,2.29,0.0%
2024 BJK Cup Finals RR,L vs Swiatek,79.1%,50.0%,2.2%,1/1,2.49,8.1%,81.0%,43.1%,1.6%,2.46,15.4%,84.0%,66.7%,4.0%,2.53,0.0%
2024 Ningbo QF,W vs Haddad Maia,66.7%,58.8%,2.0%,1/0,1.90,3.6%,66.7%,59.1%,0.0%,1.81,0.0%,80.0%,58.3%,6.7%,1.99,7.1%
2024 Beijing SF,L vs Gauff,63.4%,45.8%,3.2%,2/1,2.66,4.5%,61.2%,40.0%,2.0%,2.59,7.0%,87.9%,51.7%,6.1%,2.78,0.0%
2024 Beijing R16,W vs Pegula,82.9%,70.6%,4.9%,0/2,2.15,6.3%,80.0%,70.0%,0.0%,2.31,10.0%,87.5%,71.4%,12.5%,2.08,4.5%
2024 Beijing R64,W vs Tomova,86.3%,56.8%,0.0%,0/0,2.07,40.8%,87.9%,55.2%,0.0%,2.30,80.0%,93.8%,60.0%,0.0%,1.83,0.0%
2024 US Open QF,L vs Navarro,77.6%,37.8%,3.4%,2/0,2.53,11.8%,78.0%,37.5%,2.4%,2.55,16.7%,86.7%,38.5%,6.7%,2.48,0.0%
Last 52 Weeks (5 matches),,70.6%,50.8%,5.3%,35.0%,2.43,11.9%,70.0%,49.1%,2.6%,2.50,20.3%,87.5%,53.3%,11.7%,2.34,0.9%
Career (87 matches),,74.3%,50.2%,5.8%,58.5%,2.44,9.6%,74.4%,47.4%,4.0%,2.40,13.9%,85.9%,54.7%,10.2%,2.51,2.2%
