Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R64,L vs Jovic,0.93,0.60,38.1,2.1,0.0%,33.3%,14.3%,53.6%,37.0%,36.0%
2026 Brisbane R16,L vs Rybakina,0.99,0.59,43.9,2.9,13.2%,57.9%,2.7%,40.5%,37.5%,22.7%
2025 Berlin R16,W vs Navarro,1.06,1.35,54.4,2.4,11.4%,60.0%,3.2%,67.7%,51.1%,41.5%
2025 Roland Garros R128,W vs Osaka,0.92,1.19,75.9,4.7,3.8%,65.4%,4.1%,67.3%,44.0%,42.6%
2025 Merida R16,W vs Cristian,1.10,2.64,33.7,2.1,21.7%,73.9%,15.0%,80.0%,59.1%,52.4%
2025 Dubai R16,L vs Rybakina,0.94,0.94,90.3,36.9,8.1%,56.5%,5.4%,62.5%,35.7%,46.3%
2025 Doha R32,L vs Anisimova,0.97,0.74,56.5,2.2,5.0%,55.0%,0.0%,51.3%,31.4%,40.6%
2025 Abu Dhabi R16,L vs Noskova,0.88,0.61,41.5,2.3,3.3%,43.3%,3.8%,46.2%,43.5%,31.6%
2025 Australian Open SF,L vs Sabalenka,0.89,0.55,43.1,3.0,8.1%,59.5%,5.7%,48.6%,25.9%,31.8%
2025 Australian Open QF,W vs Gauff,1.18,1.43,53.0,2.5,5.9%,79.4%,3.4%,44.8%,47.7%,40.5%
2025 Australian Open R16,W vs Danilovic,1.17,1.76,42.0,2.1,3.3%,70.0%,22.2%,70.4%,46.7%,42.3%
2025 Australian Open R32,W vs Kostyuk,1.05,1.19,56.4,2.9,3.6%,58.9%,1.9%,61.5%,46.4%,43.6%
2025 Australian Open R64,W vs Gibson,1.17,3.24,30.0,2.0,9.5%,76.2%,5.3%,78.9%,64.7%,60.0%
2024 BJK Cup Finals R16,L vs Swiatek,0.97,0.85,70.1,2.5,5.7%,54.7%,0.0%,46.9%,40.4%,45.5%
2024 Ningbo QF,W vs Haddad Maia,1.12,1.90,38.7,2.1,7.1%,64.3%,4.0%,84.0%,38.5%,52.0%
2024 Beijing SF,L vs Gauff,1.00,0.86,63.1,14.1,3.4%,59.3%,3.4%,44.8%,40.8%,40.9%
2024 Beijing R16,W vs Pegula,1.00,1.72,46.4,2.8,0.0%,65.4%,0.0%,66.7%,54.5%,63.2%
2024 Beijing R64,W vs Tomova,1.02,1.48,51.0,2.3,0.0%,71.9%,6.5%,54.8%,53.8%,52.0%
2024 US Open QF,L vs Navarro,0.93,0.61,40.3,2.0,10.0%,53.3%,4.2%,45.8%,33.3%,32.1%
2024 US Open R16,W vs Wang,1.14,1.55,44.0,2.3,5.7%,60.0%,6.1%,66.7%,48.0%,52.2%
2026 (2 matches),,0.96,0.61,41.1,2.4,7.4%,47.1%,7.7%,46.2%,37.3%,29.8%
2025 (11 matches),,1.01,1.14,58.4,2.7,6.9%,62.1%,5.5%,60.8%,43.7%,42.9%
2024 (21 matches),,1.01,1.08,57.2,2.8,6.7%,60.6%,4.8%,55.6%,43.2%,46.0%
2023 (5 matches),,1.00,1.00,67.8,3.1,6.0%,61.5%,5.1%,54.3%,41.6%,42.0%
2022 (24 matches),,1.07,1.08,60.8,2.6,5.3%,58.3%,5.3%,58.3%,42.2%,42.0%
Career (211 matches),,1.03,1.08,58.5,2.7,4.4%,59.0%,3.7%,56.4%,43.9%,45.3%
