Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 US Open R128,L vs Pegula,3.9,3.8,4.0,41.9%,65.4%,35.3%,42.9%,54.6%,16.1%,-5.0,-4.7,3.0,3.9
2024 Australian Open R128,L vs Raducanu,3.8,4.1,3.6,44.1%,30.4%,45.5%,25.0%,61.4%,21.3%,3.5,3.8,-4.0,-8.3
2023 Roland Garros R128,L vs Martic,4.2,4.1,4.2,45.8%,50.0%,51.9%,28.6%,45.6%,11.7%,12.5,11.0,1.5,1.1
2023 Miami R64,L vs Sabalenka,2.9,2.9,2.9,42.9%,30.4%,50.0%,0.0%,47.1%,21.8%,2.0,4.8,-3.0,-7.5
2023 Miami R128,W vs Stephens,3.3,3.0,3.6,54.6%,41.2%,22.2%,71.4%,55.2%,20.7%,5.0,5.2,2.5,3.8
2023 Indian Wells R128,W vs Volynets,3.9,4.0,3.9,57.1%,51.2%,57.1%,41.7%,60.6%,13.7%,21.0,11.8,4.5,4.2
2023 Australian Open R64,L vs Sabalenka,3.2,3.3,3.0,45.2%,28.6%,50.0%,20.0%,47.8%,17.1%,-0.5,-0.9,-2.0,-3.5
2022 Cincinnati R16,L vs Sabalenka,2.9,3.0,2.9,52.7%,44.0%,25.0%,20.0%,56.5%,18.8%,14.5,11.7,4.0,5.1
2022 San Jose F,L vs Kasatkina,5.7,6.1,5.2,51.2%,47.9%,34.4%,39.4%,49.7%,12.1%,0.0,0.0,-5.0,-2.4
2022 San Jose R32,W vs Andreescu,3.2,3.0,3.3,59.0%,57.1%,33.3%,66.7%,52.2%,10.4%,10.5,13.1,-5.0,-7.4
2022 s Hertogenbosch SF,L vs Sabalenka,2.9,3.2,2.7,43.0%,51.4%,16.7%,50.0%,51.8%,35.8%,-4.5,-7.0,4.5,11.0
2021 Chicago R32,W vs Andreescu,3.5,3.5,3.4,57.1%,40.0%,30.0%,60.0%,50.7%,2.9%,-4.0,-3.9,9.0,9.1
2021 US Open R16,L vs Raducanu,3.1,3.2,3.0,35.2%,50.0%,0.0%,50.0%,53.3%,6.3%,4.5,6.3,-13.0,-22.4
2021 US Open R32,W vs Barty,5.0,5.6,4.4,51.6%,46.9%,38.1%,51.7%,57.3%,12.1%,-1.5,-0.8,0.5,0.4
2021 Eastbourne R32,W vs Bertens,3.3,3.6,2.9,61.5%,50.0%,50.0%,25.0%,57.0%,14.1%,13.0,18.6,0.0,0.0
2021 Berlin R32,L vs Rybakina,2.9,2.7,3.1,47.7%,48.0%,66.7%,100.0%,49.7%,23.9%,13.0,17.6,-3.5,-5.0
2021 Roland Garros R128,L vs Peterson,4.7,5.0,4.5,51.0%,57.5%,38.9%,43.5%,52.6%,7.5%,26.0,10.9,-2.0,-1.0
2021 Charleston 2 QF,L vs Kovinic,3.7,4.1,3.3,45.5%,33.3%,22.2%,50.0%,47.0%,3.8%,-2.5,-3.8,3.0,4.1
2020 US Open QF,L vs Osaka,3.7,4.2,3.1,46.2%,18.2%,54.5%,75.0%,57.7%,15.9%,4.5,5.2,-6.5,-11.4
2020 US Open R16,W vs Kvitova,3.4,3.5,3.3,55.4%,26.7%,47.6%,60.0%,48.1%,19.1%,-0.5,-0.4,-9.0,-7.6
Last 52 Weeks (1 matches),,3.9,3.8,4.0,41.9%,65.4%,35.3%,42.9%,54.6%,16.1%,-5.0,-4.7,3.0,3.9
Career (34 matches),,3.7,3.8,3.6,50.3%,45.2%,44.1%,46.0%,52.0%,13.9%,6.1,5.9,-0.4,-0.5
