Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,13,9,4,69.2%,19-7,73.1%,147-107,57.9%,2-1,66.7%,5,77.8%,38.3%,3.4%,4.4%,56.7%,65.1%,55.8%,61.1%,46.1%,53.3%,1.18,
2019,15,11,4,73.3%,23-10,69.7%,175-114,60.6%,1-1,50.0%,1,80.0%,9.1%,4.2%,6.9%,55.6%,62.5%,56.3%,59.7%,29.4%,45.0%,0.73,W (W60 Templeton CA)
2016,14,9,5,64.3%,20-15,57.1%,176-161,52.2%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2015,13,9,4,69.2%,18-9,66.7%,127-112,53.1%,0-0,-,0,,,,,,,,,,,,F (Las Vegas NV $50K)
2014,9,3,6,33.3%,7-12,36.8%,84-99,45.9%,1-3,25.0%,0,,,,,,,,,,,,QF (Contrexeville 100K)
2013,32,24,8,75.0%,53-18,74.6%,385-266,59.1%,6-2,75.0%,0,,,,,,,,,,,,W (3x)
2012,31,18,13,58.1%,38-31,55.1%,336-328,50.6%,5-3,62.5%,0,,,,,,,,,,,,W (Yakima WA 50K)
2011,17,8,9,47.1%,20-22,47.6%,189-214,46.9%,3-1,75.0%,0,,,,,,,,,,,,QF (3x)
2010,19,9,10,47.4%,22-25,46.8%,209-224,48.3%,1-1,50.0%,0,,,,,,,,,,,,F (Indian Harbour Beach FL 50K)
2009,10,6,4,60.0%,13-10,56.5%,114-101,53.0%,3-1,75.0%,0,,,,,,,,,,,,SF (Veracruz 10K)
Career,173,106,67,61.3%,233-159,59.4%,1942-1726,52.9%,25-15,62.5%,6,78.2%,32.8%,3.5%,4.9%,56.5%,64.6%,55.9%,60.8%,43.2%,51.8%,1.10,
