Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,160,76,84,47.5%,182-194,48.4%,1755-1800,49.4%,29-19,60.4%,156,68.9%,30.3%,5.0%,3.9%,60.4%,65.5%,47.3%,58.3%,41.4%,49.7%,0.99
Clay,79,38,41,48.1%,96-92,51.1%,902-887,50.4%,10-12,45.5%,76,64.9%,35.5%,4.5%,3.4%,62.3%,63.7%,49.3%,58.3%,42.0%,50.2%,1.01
Grass,29,11,18,37.9%,31-40,43.7%,311-350,47.0%,1-5,16.7%,29,69.5%,25.2%,5.4%,4.6%,61.1%,65.8%,47.1%,58.5%,38.4%,48.5%,0.93
Grand Slams,69,34,35,49.3%,83-80,50.9%,755-781,49.2%,11-7,61.1%,66,67.8%,32.2%,4.8%,3.9%,60.4%,64.2%,48.5%,58.0%,40.7%,49.3%,0.97
Premiers,88,44,44,50.0%,109-102,51.7%,1018-989,50.7%,17-14,54.8%,88,70.9%,31.5%,5.1%,3.5%,61.5%,65.6%,47.9%,58.8%,42.0%,50.4%,1.02
Internationals,73,33,40,45.2%,83-90,48.0%,805-835,49.1%,10-10,50.0%,69,67.2%,29.8%,5.1%,4.6%,59.4%,65.5%,48.1%,58.5%,41.1%,49.7%,0.99
Finals,3,0,3,0.0%,2-6,25.0%,26-44,37.1%,1-0,100.0%,2,56.0%,19.2%,0.6%,3.4%,70.5%,58.9%,42.3%,54.0%,37.4%,46.0%,0.81
Semi-finals,6,3,3,50.0%,6-6,50.0%,54-61,47.0%,1-1,50.0%,6,58.3%,36.8%,4.4%,4.4%,59.5%,57.1%,54.1%,55.9%,43.2%,49.2%,0.98
Quarter-finals,17,6,11,35.3%,18-24,42.9%,187-210,47.1%,2-1,66.7%,17,65.3%,24.9%,4.5%,4.4%,58.0%,65.1%,47.4%,57.6%,39.4%,48.5%,0.93
vs Righties,246,112,134,45.5%,280-299,48.4%,2690-2774,49.2%,36-31,53.7%,239,67.0%,31.7%,4.9%,3.8%,61.1%,64.3%,47.8%,57.9%,41.5%,49.6%,0.99
vs Lefties,21,13,8,61.9%,28-25,52.8%,267-248,51.8%,4-5,44.4%,21,77.7%,26.4%,5.5%,3.7%,60.8%,71.5%,48.3%,62.4%,39.1%,50.9%,1.04
vs Top 10,32,7,25,21.9%,23-53,30.3%,302-403,42.8%,4-4,50.0%,31,62.6%,22.1%,4.6%,2.7%,61.7%,60.8%,46.3%,55.3%,37.4%,46.4%,0.84
