Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 US Open R128,L vs Pegula,0.0%,-,4.0%,80.0%,8.0%,3.8%,0.0%,13.3%,40.0%,0.5%,0.0%,44,27
2024 Australian Open R128,L vs Raducanu,0.0%,-,5.9%,66.7%,17.1%,26.1%,0.0%,2.4%,0.0%,1.9%,33.3%,59,41
2023 Roland Garros R128,L vs Martic,0.0%,-,6.8%,63.6%,18.9%,27.0%,0.0%,10.8%,30.0%,1.8%,20.0%,56,37
2023 Miami R64,L vs Sabalenka,0.0%,-,3.0%,33.3%,15.2%,28.6%,0.0%,8.7%,0.0%,2.9%,66.7%,19,29
2023 Miami R128,W vs Stephens,0.0%,-,4.1%,83.3%,14.5%,28.6%,0.0%,14.3%,30.0%,2.1%,50.0%,-3,43
2023 Indian Wells R128,W vs Volynets,0.0%,-,6.2%,75.0%,14.7%,16.0%,0.0%,14.5%,23.5%,1.0%,33.3%,40,18
2023 Australian Open R64,L vs Sabalenka,0.0%,-,8.7%,45.5%,12.0%,17.6%,0.0%,5.1%,16.7%,0.0%,-,-70,-13
2022 Cincinnati R16,L vs Sabalenka,0.0%,-,3.8%,62.5%,22.7%,30.6%,0.0%,16.3%,40.0%,0.4%,0.0%,31,39
2022 San Jose F,L vs Kasatkina,1.0%,100.0%,9.8%,78.9%,11.1%,18.8%,6.3%,6.1%,26.1%,2.1%,10.0%,-20,-37
2022 San Jose R32,W vs Andreescu,0.0%,-,2.5%,66.7%,23.7%,42.9%,0.0%,10.5%,40.0%,0.0%,-,116,100
2022 s Hertogenbosch SF,L vs Sabalenka,0.0%,-,6.6%,88.9%,11.1%,27.3%,0.0%,14.8%,50.0%,4.3%,50.0%,-2,0
2021 Chicago R32,W vs Andreescu,0.0%,-,3.3%,60.0%,10.7%,20.0%,0.0%,10.4%,21.1%,0.0%,-,-25,-8
2021 US Open R16,L vs Raducanu,0.0%,-,4.7%,100.0%,13.7%,0.0%,50.0%,5.6%,22.2%,0.0%,-,152,78
2021 US Open R32,W vs Barty,0.0%,-,8.0%,50.0%,5.3%,5.8%,16.7%,4.1%,28.6%,0.0%,-,-124,-109
2021 Eastbourne R32,W vs Bertens,0.0%,-,9.8%,75.0%,17.2%,38.9%,0.0%,6.3%,0.0%,0.0%,-,23,26
2021 Berlin R32,L vs Rybakina,0.0%,-,3.5%,83.3%,15.4%,21.4%,0.0%,11.1%,27.3%,1.1%,0.0%,-33,25
2021 Roland Garros R128,L vs Peterson,1.0%,100.0%,3.9%,44.4%,15.2%,25.9%,16.7%,5.0%,20.0%,0.2%,0.0%,-43,-33
2021 Charleston 2 QF,L vs Kovinic,0.0%,-,3.1%,66.7%,15.5%,20.0%,0.0%,14.0%,37.5%,0.7%,100.0%,132,67
2020 US Open QF,L vs Osaka,0.0%,-,9.7%,45.5%,13.7%,13.3%,0.0%,9.1%,37.5%,1.2%,0.0%,81,40
2020 US Open R16,W vs Kvitova,0.0%,-,5.7%,76.9%,13.8%,28.6%,12.5%,10.1%,33.3%,1.7%,60.0%,-38,-2
Last 52 Weeks (1 matches),,0.0%,-,4.0%,80.0%,8.0%,3.8%,0.0%,13.3%,40.0%,0.5%,0.0%,44,27
Career (34 matches),,0.1%,100.0%,5.9%,66.9%,14.7%,21.6%,15.5%,8.8%,24.1%,0.9%,29.9%,23,21
