Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Pegula,88.5,93.5,9.6,97.9,91.0,107,80,83.5,7.6,86.6,84.0,94,66
2023 Wimbledon R128,L vs Rybakina,97.2,100.4,3.9,102.4,98.4,108,92,88.3,5.6,88.0,86.0,99,78
2022 US Open R32,L vs Jabeur,93.1,99.6,8.4,103.4,97.7,110,75,84.9,7.2,87.0,84.7,100,70
2022 US Open R64,W vs Hruncakova,94.3,100.0,7.0,102.0,99.0,108,79,84.2,4.4,82.5,85.0,95,78
2022 US Open R128,W vs Rus,93.1,96.3,5.0,105.0,91.5,105,88,83.5,2.5,86.0,,86,81
2021 US Open R16,L vs Raducanu,94.8,97.8,8.9,101.2,92.3,107,75,82.8,4.9,91.0,78.0,91,74
2021 US Open R32,W vs Barty,94.4,101.4,6.0,104.7,96.2,110,79,82.1,4.7,88.3,83.0,94,74
2021 US Open R64,W vs Cirstea,96.2,100.8,8.1,105.2,97.8,111,63,85.1,5.2,91.5,85.0,95,74
2021 US Open R128,W vs Brengle,93.4,99.8,8.1,105.0,96.6,111,79,83.7,3.8,,,89,78
2021 Wimbledon R32,L vs Rybakina,97.0,102.5,4.7,106.1,101.0,112,89,87.6,6.1,100.0,87.3,100,75
2017 US Open R32,L vs Svitolina,90.4,95.7,6.9,98.8,91.6,107,72,77.5,4.3,80.0,79.7,84,69
2017 US Open R64,W vs Saville,91.9,98.8,5.7,103.1,97.4,108,73,82.2,4.7,83.0,84.8,93,70
2017 Wimbledon R32,L vs Kerber,95.6,101.5,4.7,104.6,98.1,110,87,86.7,3.2,84.7,86.0,95,81
2017 Roland Garros R32,L vs Mladenovic,93.8,99.2,6.7,102.6,96.1,108,80,82.3,5.2,83.0,83.3,97,73
2017 Australian Open R64,L vs Barty,94.3,99.4,7.0,103.3,94.6,110,80,85.6,4.0,88.3,87.3,91,74
2017 Australian Open R128,W vs Halep,95.1,101.7,5.0,105.2,99.0,111,83,83.2,4.0,,85.5,92,74
2016 US Open R64,L vs Bellis,96.1,103.9,5.9,105.6,101.8,114,87,88.1,6.6,89.4,,101,72
2016 Wimbledon R128,L vs Lisicki,99.3,101.9,4.3,104.7,100.0,110,93,93.2,4.5,,,99,85
2016 Roland Garros QF,L vs Muguruza,92.8,100.6,7.1,105.7,95.5,112,77,82.9,3.9,83.5,86.2,92,76
2016 Roland Garros R16,W vs Begu,93.8,99.3,6.6,104.3,96.6,110,82,83.4,4.3,90.0,82.0,92,79
Career (30 matches),,94.2,100.0,6.5,103.4,97.1,114,63,84.6,5.1,86.4,84.5,101,66
