Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 Charleston R32,L vs Safarova,21.2%,27.3%,43.8%,26.2%,35.7%,41.9%,70.0%,63.6%,77.8%,15.0%,15.0%,47.1%,50.0%,30.0%,0.0%,25
2017 Miami R32,W vs Pavlyuchenkova,33.0%,38.5%,37.7%,40.7%,44.4%,18.8%,52.2%,51.6%,50.0%,21.6%,29.7%,58.6%,26.3%,61.1%,100.0%,-104
2016 Charleston R64,W vs Pereira,13.3%,28.6%,53.9%,16.7%,38.3%,46.0%,79.2%,44.4%,66.7%,9.3%,16.3%,64.1%,13.0%,65.0%,100.0%,-50
2016 Hobart R32,L vs Bouchard,16.3%,22.4%,25.0%,18.5%,25.9%,27.3%,36.4%,50.0%,100.0%,17.6%,23.5%,21.4%,16.7%,40.0%,0.0%,46
2015 Beijing QF,L vs Muguruza,16.4%,28.4%,40.7%,22.5%,40.0%,41.9%,42.1%,38.1%,42.9%,8.0%,12.0%,39.1%,30.8%,25.0%,100.0%,-33
2015 Beijing R16,W vs Vinci,14.3%,29.9%,57.1%,11.1%,29.6%,50.0%,29.6%,48.1%,100.0%,25.0%,35.0%,80.0%,22.2%,72.7%,50.0%,53
2015 US Open R32,L vs Williams,32.0%,37.0%,31.3%,37.7%,47.2%,33.3%,63.6%,38.7%,14.3%,27.9%,27.9%,29.0%,16.7%,15.8%,0.0%,-1
2015 Florianopolis SF,L vs Beck,4.4%,23.1%,55.1%,3.9%,25.5%,55.1%,30.4%,35.7%,66.7%,6.5%,25.8%,55.2%,18.2%,55.0%,50.0%,-61
2015 Stuttgart R32,L vs Makarova,26.8%,32.4%,47.1%,35.6%,44.4%,55.2%,61.1%,44.4%,100.0%,12.0%,12.0%,36.4%,26.7%,10.0%,-,-57
2015 Australian Open R32,L vs Halep,13.5%,24.3%,50.8%,16.3%,25.6%,55.6%,42.1%,54.2%,50.0%,10.7%,25.0%,44.0%,0.0%,50.0%,50.0%,-7
2014 Sydney R32,W vs Bouchard,25.0%,32.1%,45.2%,22.9%,34.3%,59.3%,44.4%,29.4%,0.0%,28.6%,28.6%,20.0%,0.0%,23.1%,0.0%,-104
2013 Wimbledon R128,L vs Kerber,14.1%,26.9%,42.4%,18.6%,41.9%,60.0%,47.4%,54.2%,33.3%,8.8%,8.8%,22.6%,87.5%,11.1%,0.0%,-69
2012 US Open R128,L vs Williams,22.9%,31.3%,28.6%,37.0%,48.1%,35.3%,33.3%,33.3%,33.3%,5.3%,10.5%,22.2%,9.1%,25.0%,25.0%,-64
2010 US Open R64,L vs Petkovic,15.0%,28.0%,46.6%,16.7%,33.3%,53.3%,55.2%,39.5%,42.9%,12.5%,18.8%,32.1%,26.3%,53.8%,50.0%,0
Career (14 matches),,19.0%,29.5%,44.9%,22.6%,36.7%,46.8%,50.0%,44.8%,52.1%,14.9%,20.8%,42.0%,25.0%,39.8%,35.0%,2
