Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,24,11,13,45.8%,8,6,2,75.0%,2004,2019,R32,12,0.95,3.2%,3.9%,63.7%,62.3%,45.6%,56.3%,41.6%,55.0%,34.7%
Roland Garros,14,Clay,36,21,15,58.3%,10,5,5,50.0%,2004,2018,R16,22,0.96,2.9%,3.8%,57.2%,62.0%,45.7%,55.1%,43.3%,49.5%,49.4%
Wimbledon,12,Grass,28,16,12,57.1%,7,4,3,57.1%,2003,2017,R16,17,1.01,2.9%,3.4%,58.5%,67.5%,46.0%,58.6%,41.8%,59.9%,47.9%
US Open,18,Hard,28,10,18,35.7%,2,0,2,0.0%,2000,2019,R32,17,0.94,3.8%,5.0%,56.6%,66.4%,43.2%,56.3%,40.9%,57.1%,43.9%
Fed Cup,3,,8,2,6,25.0%,5,2,3,40.0%,2009,2011,,1,0.74,2.9%,4.4%,57.4%,61.5%,37.9%,51.5%,35.7%,50.0%,33.3%
Charleston,14,Clay,25,11,14,44.0%,9,3,6,33.3%,2003,2025,R16,19,1.00,1.4%,4.2%,63.7%,59.8%,45.1%,54.4%,45.5%,53.8%,41.4%
Auckland,3,Hard,3,0,3,0.0%,0,0,0,-,2016,2024,R32,3,0.81,1.7%,2.8%,57.0%,53.9%,44.2%,49.7%,40.8%,38.5%,26.9%
Seoul,3,Hard,4,1,3,25.0%,0,0,0,-,2016,2023,R16,4,0.95,1.6%,4.5%,51.4%,59.6%,48.0%,54.0%,43.9%,47.5%,59.4%
Doha,5,Hard,10,5,5,50.0%,2,1,1,50.0%,2013,2023,R32,10,1.05,2.5%,3.9%,59.1%,58.8%,46.7%,53.9%,48.6%,47.4%,50.6%
Stuttgart,3,Clay,12,9,3,75.0%,2,1,1,50.0%,2013,2021,SF,9,1.13,2.9%,1.8%,59.0%,62.1%,53.9%,58.7%,46.6%,60.0%,50.7%
Miami,15,Hard,27,12,15,44.4%,8,5,3,62.5%,2000,2021,R16,19,1.00,1.8%,3.7%,59.2%,58.6%,49.7%,55.0%,44.9%,61.2%,38.3%
