Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Charleston R32,L vs Safarova,6.1%,25.0%,16.2%,61.9%,7.9%,0.0%,10.0%,13.6%,15.4%,1.7%,33.3%,80,66
2017 Miami R32,W vs Pavlyuchenkova,24.7%,63.6%,28.0%,64.7%,14.1%,25.8%,0.0%,8.0%,6.3%,2.2%,20.0%,-34,-2
2016 Charleston R64,W vs Pereira,16.5%,47.1%,27.5%,57.1%,14.9%,13.0%,0.0%,7.9%,20.0%,1.1%,80.0%,43,15
2016 Hobart R32,L vs Bouchard,16.7%,62.5%,26.1%,54.2%,17.2%,37.5%,0.0%,0.0%,0.0%,1.1%,0.0%,27,17
2015 Beijing QF,L vs Muguruza,23.9%,68.8%,25.0%,74.2%,9.4%,12.5%,0.0%,4.0%,0.0%,0.7%,100.0%,57,14
2015 Beijing R16,W vs Vinci,9.2%,100.0%,35.1%,71.7%,14.0%,16.7%,0.0%,10.7%,20.0%,0.7%,50.0%,79,49
2015 US Open R32,L vs Williams,2.0%,50.0%,12.0%,45.0%,11.9%,10.0%,0.0%,6.1%,10.0%,2.1%,33.3%,-94,-15
2015 Florianopolis SF,L vs Beck,0.0%,-,19.7%,69.2%,12.6%,20.0%,0.0%,15.6%,28.6%,3.3%,33.3%,92,74
2015 Stuttgart R32,L vs Makarova,4.4%,66.7%,6.3%,66.7%,11.5%,11.5%,14.3%,11.8%,14.3%,1.3%,33.3%,-7,14
2015 Australian Open R32,L vs Halep,1.4%,0.0%,14.3%,75.0%,10.1%,20.0%,0.0%,11.3%,42.9%,1.2%,33.3%,3,-16
2014 Sydney R32,W vs Bouchard,1.8%,100.0%,13.6%,75.0%,12.1%,10.0%,0.0%,16.7%,38.5%,1.7%,0.0%,62,40
2013 Wimbledon R128,L vs Kerber,0.0%,-,16.9%,54.5%,12.5%,22.7%,0.0%,15.3%,23.5%,3.6%,37.5%,135,87
2012 US Open R128,L vs Williams,4.3%,50.0%,7.8%,57.1%,12.5%,14.3%,0.0%,0.0%,0.0%,0.0%,-,92,74
2010 US Open R64,L vs Petkovic,5.9%,33.3%,16.8%,74.3%,17.5%,20.4%,0.0%,14.5%,13.0%,4.4%,46.2%,55,29
Career (14 matches),,8.4%,59.6%,19.6%,65.2%,13.0%,17.4%,4.2%,10.7%,20.4%,2.0%,38.7%,43,31
