Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Charleston R32,L vs Safarova,65.6%,45.2%,15.6%,4/6,2.89,0.0%,59.5%,45.5%,21.6%,2.92,0.0%,87.0%,45.0%,8.7%,2.84,0.0%
2017 Miami R32,W vs Pavlyuchenkova,71.4%,58.5%,14.3%,8/5,2.49,1.6%,73.7%,57.1%,17.5%,2.29,3.1%,85.2%,60.9%,11.1%,2.72,0.0%
2016 Charleston R64,W vs Pereira,88.9%,55.7%,6.1%,3/3,2.26,2.2%,90.4%,54.5%,8.2%,1.92,4.0%,91.7%,59.1%,0.0%,2.69,0.0%
2016 Hobart R32,L vs Bouchard,69.8%,43.3%,25.6%,4/7,2.21,0.0%,64.3%,44.4%,21.4%,2.10,0.0%,85.7%,41.7%,35.7%,2.39,0.0%
2015 Beijing QF,L vs Muguruza,70.2%,42.5%,15.8%,4/5,2.47,0.0%,63.2%,33.3%,10.5%,2.03,0.0%,94.1%,56.3%,29.4%,3.07,0.0%
2015 Beijing R16,W vs Vinci,81.9%,57.1%,1.1%,1/0,2.35,66.7%,79.4%,52.0%,1.6%,2.42,62.5%,93.1%,66.7%,0.0%,2.14,80.0%
2015 US Open R32,L vs Williams,56.7%,42.1%,31.3%,11/10,2.95,0.0%,51.2%,36.4%,23.3%,2.69,0.0%,88.9%,50.0%,61.1%,3.17,0.0%
2015 Florianopolis SF,L vs Beck,72.9%,48.7%,2.8%,0/3,2.54,0.0%,81.3%,52.3%,1.3%,2.59,0.0%,68.4%,30.8%,10.5%,2.45,0.0%
2015 Stuttgart R32,L vs Makarova,73.6%,39.6%,6.9%,2/3,2.56,2.0%,76.1%,31.4%,6.5%,2.69,3.4%,78.3%,55.6%,8.7%,2.39,0.0%
2015 Australian Open R32,L vs Halep,72.7%,35.4%,7.6%,2/3,2.29,1.6%,70.4%,26.3%,7.4%,2.46,2.8%,87.9%,41.4%,9.1%,2.05,0.0%
2014 Sydney R32,W vs Bouchard,71.0%,63.6%,3.2%,1/1,1.83,2.4%,78.8%,57.7%,0.0%,1.96,3.7%,75.0%,72.2%,8.3%,1.60,0.0%
2013 Wimbledon R128,L vs Kerber,65.4%,50.0%,5.8%,2/1,2.21,3.1%,66.7%,45.0%,0.0%,1.97,6.1%,66.7%,57.1%,14.3%,2.47,0.0%
2012 US Open R128,L vs Williams,40.5%,47.1%,19.0%,3/5,-,8.6%,34.8%,50.0%,13.0%,-,11.8%,56.3%,44.4%,31.3%,-,5.6%
2010 US Open R64,L vs Petkovic,73.3%,51.4%,10.9%,4/7,2.51,3.4%,77.5%,49.1%,9.9%,2.34,5.0%,82.6%,57.9%,17.4%,2.86,0.0%
Career (14 matches),,71.6%,49.9%,10.6%,45.4%,2.43,6.7%,72.7%,47.7%,9.4%,2.33,8.7%,82.3%,53.9%,15.1%,2.59,3.9%
