Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R32,L vs Stosur,92.7,99.1,12.2,,,116,82,84.7,4.1,,,90,74
2017 Roland Garros R64,W vs Kvitova,93.2,107.5,6.8,,,116,89,81.1,2.9,,,87,74
2017 Roland Garros R128,W vs Rodina,89.8,105.2,10.1,,,117,86,78.5,3.6,,,86,72
2016 US Open R128,L vs Konta,86.8,93.9,9.1,107.6,89.5,114,75,76.8,3.4,79.0,76.5,86,70
2015 US Open R32,L vs Williams,85.1,92.8,11.4,,,117,75,76.1,4.2,,,89,65
2015 US Open R64,W vs Vandeweghe,90.0,95.9,7.9,,,114,81,78.1,4.7,,,89,70
2015 US Open R128,W vs Baindl,90.8,97.6,11.0,,,115,79,78.4,4.4,,,86,68
2015 Wimbledon R32,L vs Bencic,91.7,98.6,8.5,,,114,77,80.6,3.9,,,88,74
2015 Wimbledon R64,W vs Ivanovic,89.2,98.3,8.7,,,113,85,78.7,5.5,,,89,66
2015 Australian Open R32,L vs Halep,86.1,91.1,7.3,,,109,75,78.5,5.7,,,87,64
2015 Australian Open R64,W vs Mladenovic,93.2,97.0,8.2,,,112,69,81.3,6.8,,,100,69
2014 Australian Open R128,L vs Sharapova,93.9,,,,,114,,,,,,,79
2013 Wimbledon R128,L vs Kerber,91.4,,,,,115,,,,,,,70
2013 Roland Garros R16,L vs Kirilenko,86.7,,,,,108,,,,,,,67
2013 Roland Garros R32,W vs Ormaechea,93.4,,,,,112,,,,,,,75
2013 Roland Garros R64,W vs Li,94.1,,,,,114,,,,,,,69
2012 US Open R128,L vs Williams,91.0,,,,,116,,,,,,,70
2012 Roland Garros R128,W vs Lisicki,89.8,,,,,113,,,,,,,67
2012 Australian Open R128,L vs Radwanska,87.3,,,,,112,,,,,,,66
2011 US Open R128,L vs Hercog,86.5,89.0,8.0,,,105,76,81.6,3.6,,,86,73
Career (24 matches),,90.1,96.5,8.6,107.6,89.5,117,69,79.4,4.2,79.0,76.5,100,64
