Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,12.5%,37.5%,2.2%,4.3%,58.7%,40.7%,21.1%,32.6%,46.3%,39.1%,0.69,R32 (Hua Hin)
2021,4,2,2,50.0%,4-5,44.4%,48-46,51.1%,1-1,50.0%,4,73.9%,26.1%,5.2%,2.2%,62.8%,64.8%,50.0%,59.3%,37.7%,49.7%,0.93,R16 (2x)
2020,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,55.6%,20.0%,0.0%,3.3%,68.9%,52.4%,42.1%,49.2%,38.2%,43.4%,0.75,R32 (Lexington)
2019,4,1,3,25.0%,3-7,30.0%,35-50,41.2%,0-1,0.0%,4,54.8%,28.6%,1.5%,1.5%,59.0%,61.0%,38.3%,51.7%,40.3%,45.6%,0.84,R16 (San Jose)
2018,8,1,7,12.5%,4-14,22.2%,76-103,42.5%,0-3,0.0%,8,63.3%,22.1%,2.8%,3.7%,55.9%,61.5%,46.1%,54.7%,37.7%,46.6%,0.83,R32 (3x)
2017,14,7,7,50.0%,16-16,50.0%,152-156,49.4%,2-1,66.7%,14,62.4%,33.7%,2.4%,3.7%,55.4%,61.5%,45.9%,54.6%,45.2%,50.0%,0.99,R16 (Miami)
2016,20,5,15,25.0%,19-33,36.5%,227-269,45.8%,4-2,66.7%,20,61.3%,30.3%,2.5%,4.8%,56.6%,62.1%,45.2%,54.8%,41.9%,48.4%,0.93,QF (Hong Kong)
2015,28,14,14,50.0%,34-33,50.7%,328-311,51.3%,3-4,42.9%,21,66.0%,34.2%,2.2%,4.2%,62.3%,63.3%,50.6%,58.5%,41.3%,50.2%,1.00,SF (Florianopolis)
2014,12,3,9,25.0%,10-16,38.5%,114-132,46.3%,0-1,0.0%,12,-,-,3.4%,4.3%,58.5%,59.7%,42.3%,52.5%,44.6%,48.6%,0.94,QF (Sydney)
2013,31,16,15,51.6%,38-35,52.1%,362-320,53.1%,2-3,40.0%,27,-,-,3.3%,4.1%,54.7%,67.8%,46.3%,58.1%,43.5%,50.9%,1.04,F (Kuala Lumpur)
2012,14,5,9,35.7%,14-18,43.8%,140-152,47.9%,2-0,100.0%,13,-,-,4.4%,4.1%,51.2%,67.0%,44.9%,56.2%,41.7%,48.8%,0.95,QF (Linz)
2011,34,18,16,52.9%,43-39,52.4%,388-373,51.0%,5-4,55.6%,30,-,-,2.5%,3.9%,58.8%,62.0%,45.8%,55.3%,46.3%,50.8%,1.04,F (Hobart)
2010,31,16,15,51.6%,39-35,52.7%,358-343,51.1%,2-5,28.6%,26,-,-,2.9%,2.6%,61.8%,63.2%,49.8%,58.1%,44.8%,51.5%,1.07,F (Quebec City)
2009,23,7,16,30.4%,17-34,33.3%,221-280,44.1%,3-4,42.9%,21,-,-,2.4%,3.3%,63.0%,57.9%,45.2%,53.2%,42.0%,47.6%,0.90,QF (Quebec City)
2008,33,19,14,57.6%,44-33,57.1%,382-350,52.2%,6-6,50.0%,23,-,-,2.1%,4.8%,64.3%,63.0%,46.1%,57.0%,45.7%,51.3%,1.06,F (Quebec City)
2007,14,6,8,42.9%,12-16,42.9%,120-123,49.4%,0-2,0.0%,13,-,-,3.9%,2.7%,60.6%,64.4%,47.3%,57.7%,40.7%,49.1%,0.96,QF (Memphis)
2006,21,9,12,42.9%,22-29,43.1%,217-237,47.8%,0-3,0.0%,13,-,-,4.6%,3.7%,59.2%,64.8%,43.4%,56.0%,42.9%,49.3%,0.98,QF (2x)
2005,6,3,3,50.0%,5-8,38.5%,50-64,43.9%,1-0,100.0%,0,,,,,,,,,,,,SF (Cincinnati)
2004,5,2,3,40.0%,5-7,41.7%,61-62,49.6%,0-3,0.0%,0,,,,,,,,,,,,R16 (Vancouver)
2003,5,0,5,0.0%,3-10,23.1%,47-74,38.8%,1-1,50.0%,1,-,-,1.3%,4.0%,54.7%,56.1%,35.3%,46.7%,49.4%,48.1%,0.93,R32 (Memphis)
2002,1,0,1,0.0%,0-2,0.0%,0-12,0.0%,0-0,-,0,,,,,,,,,,,,R128 (US Open)
2001,2,0,2,0.0%,2-4,33.3%,22-32,40.7%,0-0,-,0,,,,,,,,,,,,R64 (Amelia Island)
Career,312,134,178,42.9%,334-398,45.6%,3359-3514,48.9%,32-45,41.6%,252,62.8%,30.4%,2.9%,3.8%,59.2%,62.8%,46.1%,56.0%,43.3%,49.7%,0.98,
