Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Championships,16,Grass,60,46,14,76.7%,0,0,0,-,1958,1959,W,0,,,,,,,,,,
Roland Garros,3,Clay,10,7,3,70.0%,0,0,0,-,1951,1958,QF,0,,,,,,,,,,
Wimbledon,7,Grass,20,13,7,65.0%,0,0,0,-,1938,1958,QF,0,,,,,,,,,,
US National Championships,4,Grass,12,8,4,66.7%,0,0,0,-,1938,1958,QF,0,,,,,,,,,,
Sydney,16,Grass,56,45,11,80.4%,0,0,0,-,1936,1958,W,0,,,,,,,,,,
Melbourne,13,,47,38,9,80.9%,0,0,0,-,1934,1954,W,0,,,,,,,,,,
Sydney Strathfield,7,Grass,22,20,2,90.9%,0,0,0,-,1934,1948,W,0,,,,,,,,,,
Sydney Manly,6,Grass,15,11,4,73.3%,0,0,0,-,1949,1958,W,0,,,,,,,,,,
Adelaide,5,Grass,18,14,4,77.8%,0,0,0,-,1937,1948,W,0,,,,,,,,,,
Rome,5,Clay,12,7,5,58.3%,0,0,0,-,1951,1958,SF,0,,,,,,,,,,
