Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,24,17,7,70.8%,40-16,71.4%,306-202,60.2%,0-0,-,0,,,,,,,,,,,
Clay,183,142,41,77.6%,294-97,75.2%,2136-1318,61.8%,0-0,-,0,,,,,,,,,,,
Grass,326,247,79,75.8%,522-182,74.1%,3851-2291,62.7%,0-0,-,0,,,,,,,,,,,
Carpet,23,21,2,91.3%,43-11,79.6%,314-182,63.3%,0-0,-,0,,,,,,,,,,,
Grand Slams,102,74,28,72.5%,158-64,71.2%,1193-733,61.9%,0-0,-,0,,,,,,,,,,,
Finals,123,76,47,61.8%,165-106,60.9%,1389-1175,54.2%,0-0,-,0,,,,,,,,,,,
Semi-finals,144,103,41,71.5%,223-98,69.5%,1741-1249,58.2%,0-0,-,0,,,,,,,,,,,
Quarter-finals,152,120,32,78.9%,248-77,76.3%,1783-1042,63.1%,0-0,-,0,,,,,,,,,,,
vs Righties,242,129,113,53.3%,300-255,54.1%,2724-2483,52.3%,0-0,-,0,,,,,,,,,,,
vs Lefties,24,17,7,70.8%,34-17,66.7%,279-196,58.7%,0-0,-,0,,,,,,,,,,,
