Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
13-Mar-1989,Indian Wells,Hard,F,13,18,(7) Mecir d. (12) Yannick Noah [FRA],3-6 2-6 6-1 6-2 6-3,,,,,,,,
16-Jan-1989,Australian Open,Hard,F,13,2,(2) Ivan Lendl [USA] d. (9) Mecir,6-2 6-2 6-2,,,,,,,,
08-Feb-1988,Rotterdam,Carpet,F,6,2,(1) Stefan Edberg [SWE] d. (3) Mecir,7-6 6-2,,,,,,,,
27-Apr-1987,Hamburg,Clay,F,5,1,(1) Ivan Lendl [USA] d. (2) Mecir,6-1 6-3 6-3,,,,,,,,
30-Mar-1987,Milan,Carpet,F,6,2,(1) Boris Becker [GER] d. (2) Mecir,6-4 6-3,,,,,,,,
23-Feb-1987,Key Biscayne,Hard,F,9,1,(9) Mecir d. (1) Ivan Lendl [USA],7-5 6-2 7-5,,,,,,,,
26-Aug-1986,US Open,Hard,F,15,1,(1) Ivan Lendl [USA] d. (16) Mecir,6-4 6-2 6-0,,,,,,,,
20-May-1985,Dusseldorf,Clay,F,13,3,Jimmy Connors [USA] d. Mecir,6-3 3-6 7-5,,,,,,,,
13-May-1985,Rome,Clay,F,16,23,(9) Yannick Noah [FRA] d. (7) Mecir,6-3 3-6 6-2 7-6,,,,,,,,
21-Jan-1985,Philadelphia,Carpet,F,61,1,(1) John Mcenroe [USA] d. Mecir,6-3 7-6 6-1,,,,,,,,
