Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,17,12,5,70.6%,4,3,1,75.0%,1983,1990,F,0,,,,,,,,,,
Roland Garros,6,Clay,14,8,6,57.1%,6,2,4,33.3%,1984,1990,SF,0,,,,,,,,,,
Wimbledon,7,Grass,22,15,7,68.2%,7,5,2,71.4%,1984,1990,SF,0,,,,,,,,,,
US Open,5,Hard,20,15,5,75.0%,10,6,4,60.0%,1985,1989,F,0,,,,,,,,,,
Olympics,1,,6,6,0,100.0%,3,3,0,100.0%,1988,1988,W,0,,,,,,,,,,
Davis Cup,6,,24,16,8,66.7%,1,1,0,100.0%,1983,1989,,0,,,,,,,,,,
Rotterdam,5,Carpet,16,12,4,75.0%,4,2,2,50.0%,1985,1989,W,0,,,,,,,,,,
Milan,5,Carpet,14,9,5,64.3%,5,1,4,20.0%,1985,1989,F,0,,,,,,,,,,
Barcelona,5,Clay,12,7,5,58.3%,2,2,0,100.0%,1983,1989,QF,0,,,,,,,,,,
Rome,5,Clay,12,7,5,58.3%,4,2,2,50.0%,1984,1989,F,0,,,,,,,,,,
Dusseldorf,4,Clay,14,7,7,50.0%,1,1,0,100.0%,1985,1989,W,0,,,,,,,,,,
Paris Indoor,4,Carpet,7,3,4,42.9%,1,0,1,0.0%,1986,1989,R16,0,,,,,,,,,,
