Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1989 Australian Open F,L vs Lendl,59.2%,64.3%,4.2%,3/0,1.89,52.5%,45.2%,64.3%,3.2%,1.88,65.5%,96.6%,64.3%,6.9%,1.91,18.2%
1988 Olympics F,W vs Mayotte,46.2%,51.2%,6.5%,3/3,2.43,50.0%,65.7%,43.5%,8.6%,2.45,51.9%,87.0%,60.0%,13.0%,2.30,40.0%
1988 Wimbledon SF,L vs Edberg,71.3%,50.8%,9.4%,7/9,1.60,16.7%,69.2%,54.3%,10.3%,1.59,18.2%,85.4%,43.9%,8.3%,1.61,13.9%
1987 US Open QF,L vs Wilander,74.4%,42.4%,3.8%,1/4,2.26,11.5%,68.8%,45.3%,6.5%,2.23,15.3%,93.9%,39.1%,0.0%,2.33,0.0%
1987 Roland Garros SF,L vs Lendl,85.9%,44.3%,0.0%,0/0,1.95,34.7%,74.4%,37.9%,0.0%,1.90,47.1%,98.0%,48.0%,0.0%,2.07,6.7%
1987 Miami F,W vs Lendl,68.4%,52.2%,2.0%,1/1,2.44,64.4%,59.5%,64.0%,2.4%,2.40,73.5%,91.3%,45.2%,2.2%,2.52,45.8%
1986 US Open F,L vs Lendl,63.9%,38.5%,1.6%,0/1,1.80,44.4%,63.2%,29.2%,2.6%,1.72,65.3%,78.9%,53.3%,0.0%,1.92,12.5%
1986 US Open SF,W vs Becker,57.7%,53.2%,4.9%,5/3,1.93,62.3%,53.5%,52.8%,3.0%,1.92,60.4%,77.4%,53.7%,9.4%,1.96,67.6%
1985 Rome F,L vs Noah,69.0%,52.5%,4.3%,4/1,2.38,56.6%,61.1%,48.5%,3.7%,2.37,55.8%,81.0%,55.3%,5.2%,2.42,59.3%
Career (9 matches),,66.6%,49.6%,4.6%,52.2%,2.07,41.9%,63.0%,49.3%,5.3%,2.07,47.2%,87.8%,50.0%,4.8%,2.09,28.3%
