Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,5.4%,5.4%,43.2%,50.0%,28.6%,37.8%,23.1%,30.3%,0.37,R32 (Dubai)
2022,4,1,3,25.0%,2-7,22.2%,35-52,40.2%,1-1,50.0%,4,69.8%,13.6%,5.2%,2.1%,54.5%,68.6%,47.7%,59.1%,29.7%,45.4%,0.73,R16 (Marrakech)
2021,7,3,4,42.9%,5-7,41.7%,46-55,45.5%,0-0,-,7,63.3%,29.3%,4.0%,2.7%,56.8%,61.7%,47.2%,55.4%,37.3%,46.9%,0.84,R16 (Doha)
2020,4,2,2,50.0%,4-4,50.0%,30-35,46.2%,0-0,-,2,40.0%,0.0%,5.6%,5.6%,48.9%,40.9%,47.8%,44.4%,28.7%,36.4%,0.52,
2019,21,5,16,23.8%,16-36,30.8%,221-285,43.7%,3-7,30.0%,21,70.1%,16.5%,3.0%,4.2%,55.9%,66.5%,47.0%,57.9%,34.6%,46.8%,0.82,QF (Estoril)
2018,46,23,23,50.0%,55-62,47.0%,533-577,48.0%,8-9,47.1%,46,75.6%,20.6%,4.9%,3.8%,53.8%,71.5%,48.4%,60.8%,36.3%,48.9%,0.93,F (Istanbul)
2017,37,15,22,40.5%,43-54,44.3%,453-500,47.5%,7-8,46.7%,37,74.7%,21.0%,6.0%,4.5%,53.3%,72.2%,48.1%,60.9%,36.2%,48.6%,0.93,R16 (5x)
2016,39,16,23,41.0%,48-59,44.9%,517-556,48.2%,9-13,40.9%,39,79.4%,17.5%,5.2%,3.7%,53.6%,73.6%,50.0%,62.6%,34.4%,48.8%,0.92,QF (3x)
2015,32,12,20,37.5%,34-50,40.5%,386-431,47.2%,3-8,27.3%,32,76.7%,18.4%,5.3%,3.6%,52.9%,71.4%,49.8%,61.3%,34.6%,48.2%,0.89,SF (Winston-Salem)
2014,18,8,10,44.4%,18-23,43.9%,189-218,46.4%,4-5,44.4%,18,77.4%,15.6%,5.4%,3.8%,48.8%,71.2%,50.5%,60.6%,32.9%,47.6%,0.84,QF (Dubai)
2013,4,2,2,50.0%,7-5,58.3%,56-49,53.3%,0-0,-,2,63.6%,8.7%,1.6%,5.5%,50.4%,71.9%,41.3%,56.7%,27.8%,42.3%,0.64,
2012,17,6,11,35.3%,19-27,41.3%,200-236,45.9%,4-4,50.0%,17,73.4%,16.6%,6.2%,3.3%,59.3%,68.5%,47.2%,59.8%,33.8%,47.3%,0.84,SF (Moscow)
2011,6,3,3,50.0%,11-11,50.0%,107-100,51.7%,0-0,-,2,77.4%,20.0%,6.7%,5.6%,54.9%,72.0%,50.0%,62.1%,37.6%,49.3%,0.99,
2008,2,0,2,0.0%,2-6,25.0%,30-43,41.1%,0-0,-,0,,,,,,,,,,,,
2004,4,4,0,100.0%,10-2,83.3%,70-54,56.5%,1-0,100.0%,0,,,,,,,,,,,,
2003,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,
Career,243,100,143,41.2%,274-357,43.4%,2880-3215,47.3%,40-55,42.1%,228,75.0%,18.5%,5.2%,3.9%,53.8%,70.8%,48.7%,60.6%,34.9%,48.1%,0.89,
