Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R64,L vs Millman,96.9,107.2,7.8,112.1,101.5,121,91,81.0,7.6,84.3,73.5,97,68
2017 Australian Open R32,L vs Zverev,96.1,105.5,9.7,111.1,109.9,123,82,82.6,4.4,81.4,,94,75
2016 Roland Garros R64,L vs Berdych,100.5,112.1,8.2,112.1,112.0,123,92,88.1,6.3,89.3,,101,77
2015 US Open R128,L vs Isner,97.1,111.1,10.0,,,127,92,88.2,5.7,,,100,75
2015 Australian Open R32,L vs Kyrgios,99.6,111.9,10.9,,,126,87,85.4,6.4,,,100,74
2015 Australian Open R64,W vs Roger Vasselin,99.4,112.6,9.3,,,128,93,84.9,10.2,,,123,62
2014 Wimbledon R128,L vs Monfils,106.8,119.3,4.8,,,127,103,90.2,5.3,,,100,80
2012 Roland Garros R64,L vs Granollers,93.1,,,,,126,,,,,,,62
2011 US Open R64,L vs Fish,101.9,112.0,11.7,,,128,88,88.8,6.8,,,101,75
Career (9 matches),,98.9,111.5,8.9,111.7,107.1,128,82,86.2,6.7,84.4,73.5,123,62
