Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-10-02),1645,2,,,,,,,,,,,,
2022,433,99,384,1322,347,1320,340,1330,,,,,,
2021,312,170,300,1419,268,1406,264,1416,,,,,,
2020,249,219,220,1477,197,1460,187,1472,,,307,180,,
2019,201,251,208,1539,183,1515,154,1538,191,1442,171,405,121,1526
2018,45,1014,97,1691,102,1643,81,1657,121,1524,99,855,109,1559
2017,98,580,138,1626,124,1604,145,1546,146,1499,207,315,112,1497
2016,58,814,81,1734,77,1690,99,1643,88,1591,355,180,,
2015,103,566,133,1626,118,1599,146,1547,130,1534,312,214,,
2014,76,676,120,1651,101,1622,160,1536,88,1584,376,161,,
2013,168,312,112,1663,91,1642,148,1560,87,1600,259,244,,
2012,116,491,135,1630,128,1589,140,1566,101,1584,620,74,,
2011,118,485,76,1731,62,1696,112,1609,,,220,295,,
2010,333,130,,,,,,,,,924,27,,
2009,315,134,,,,,,,,,783,39,,
2008,689,27,,,,,,,,,755,40,,
2007,1015,8,,,,,,,,,1386,4,,
2006,531,48,,,,,,,,,1637,2,,
2005,330,94,,,,,,,,,778,33,,
2004,498,47,,,,,,,,,630,51,,
2003,1003,6,,,,,,,,,655,47,,
2002,1068,4,,,,,,,,,1411,3,,
