Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Gstaad R32,L vs Munar,13% (2/16),50% (1/2),0/2,20% (3/15),33% (1/3),1/1,1/1,3/3,0/0,1/1
2019 Shymkent CH R32,W vs Collarini,40% (4/10),100% (4/4),1/1,11% (1/9),0% (0/1),2/3,1/1,0/0,0/0,0/0
2019 Estoril QF,L vs Goffin,40% (6/15),83% (5/6),2/5,73% (11/15),45% (5/11),3/4,0/0,1/2,0/0,0/1
2019 Estoril R16,W vs Mayer,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,1/1,0/0
2019 Estoril R32,W vs Jarry,29% (4/14),75% (3/4),0/2,29% (4/14),50% (2/4),2/2,1/1,1/1,0/0,0/0
2019 Barcelona R32,L vs Auger Aliassime,9% (1/11),100% (1/1),1/2,40% (4/10),50% (2/4),0/1,0/0,1/1,0/0,0/0
2019 Barcelona R64,W vs Andreozzi,53% (8/15),63% (5/8),1/2,20% (3/15),33% (1/3),4/4,2/2,0/0,1/1,0/0
2019 Monte Carlo R64,L vs Lajovic,30% (3/10),0% (0/3),0/2,40% (4/10),50% (2/4),0/0,0/0,0/0,0/0,0/0
2019 Marrakech R32,L vs Haase,20% (2/10),0% (0/2),0/2,22% (2/9),0% (0/2),0/0,0/0,2/2,0/0,1/1
2019 Miami R128,L vs Evans,43% (3/7),33% (1/3),1/6,86% (6/7),0% (0/6),0/1,0/0,1/1,0/0,0/0
2019 Indian Wells R64,L vs Simon,33% (5/15),20% (1/5),0/3,50% (8/16),50% (4/8),1/1,0/1,1/2,0/0,1/1
2019 Indian Wells R128,W vs Klahn,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Sao Paulo R16,L vs Djere,20% (3/15),67% (2/3),0/2,20% (3/15),33% (1/3),1/2,1/1,3/3,0/0,2/2
2019 Rio de Janeiro R32,L vs Delbonis,27% (3/11),67% (2/3),2/4,60% (6/10),33% (2/6),0/2,0/0,0/0,0/0,0/0
2019 Buenos Aires R32,L vs Ferrer,40% (4/10),75% (3/4),2/4,64% (7/11),29% (2/7),1/3,0/0,3/4,0/0,1/2
2019 Cordoba R16,L vs Cuevas,20% (2/10),50% (1/2),1/2,30% (3/10),0% (0/3),0/1,0/0,0/1,0/0,0/1
2019 Cordoba R32,W vs Berlocq,44% (7/16),86% (6/7),2/5,40% (6/15),17% (1/6),5/5,0/0,2/2,0/0,0/0
2019 Pune QF,L vs Darcis,30% (3/10),33% (1/3),1/2,40% (4/10),0% (0/4),1/1,0/0,1/3,0/0,0/1
2019 Pune R16,W vs Ramanathan,35% (6/17),67% (4/6),2/2,50% (8/16),75% (6/8),2/3,0/0,2/2,0/0,0/0
2018 Paris R16,L vs Sock,0% (0/8),- (0/0),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 (19 matches),,30.9%,63.4%,33.3%,37.6%,36.5%,71.8%,90.0%,79.3%,100.0%,60.0%
2018 (60 matches),,32.4%,67.7%,15.8%,34.4%,33.6%,83.7%,82.7%,78.3%,90.9%,64.7%
2017 (54 matches),,32.7%,70.3%,19.4%,39.8%,33.1%,71.9%,70.2%,71.8%,68.4%,76.0%
2016 (57 matches),,33.1%,66.8%,22.3%,32.0%,38.9%,80.7%,76.4%,75.0%,69.2%,84.2%
2015 (38 matches),,30.6%,67.9%,23.1%,33.0%,35.4%,75.6%,79.5%,70.0%,73.3%,71.4%
Career (343 matches),,33.2%,68.0%,22.0%,35.1%,34.8%,77.9%,79.3%,76.3%,79.4%,76.6%
