Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Dubai R32,L vs Davidovich Fokina,56.4%,40.9%,17.9%,5/2,2.41,14.3%,46.2%,33.3%,3.8%,2.50,36.4%,76.9%,50.0%,46.2%,2.34,0.0%
2023 Dubai R32,L vs Davidovich Fokina,56.4%,40.9%,17.9%,5/2,2.41,14.3%,46.2%,33.3%,3.8%,2.50,36.4%,76.9%,50.0%,46.2%,2.34,0.0%
2022 Buenos Aires CH R32,W vs Burruchaga,79.1%,50.0%,5.8%,2/3,1.98,3.4%,74.2%,53.1%,4.5%,2.10,9.1%,95.0%,42.1%,10.0%,1.90,0.0%
2019 Marrakech R32,L vs Haase,53.6%,33.3%,3.6%,1/1,2.04,10.7%,36.7%,36.4%,3.3%,1.85,17.6%,82.6%,31.6%,4.3%,2.32,0.0%
2018 Beijing R16,W vs Zverev,68.7%,42.1%,2.4%,2/0,2.35,8.8%,66.0%,33.3%,0.0%,2.39,22.2%,77.4%,54.2%,6.5%,2.32,0.0%
2018 s Hertogenbosch R16,L vs Tsitsipas,65.6%,39.0%,7.8%,2/5,1.94,6.8%,54.5%,36.7%,7.3%,1.94,12.2%,96.7%,41.4%,10.0%,1.94,0.0%
2018 Istanbul F,L vs Daniel,83.8%,41.8%,1.3%,1/0,2.18,2.6%,83.7%,41.5%,2.0%,2.17,4.9%,92.9%,42.3%,0.0%,2.20,0.0%
2018 Dubai R32,W vs Dimitrov,47.1%,58.9%,4.2%,3/2,2.23,29.7%,39.1%,66.7%,1.4%,2.32,33.3%,76.3%,51.7%,10.5%,2.15,25.8%
2017 Izmir CH R32,L vs Maamoun,79.2%,45.6%,4.2%,2/1,2.11,2.6%,80.0%,42.5%,2.0%,2.57,5.9%,85.0%,52.9%,10.0%,1.79,0.0%
2017 Istanbul CH SF,W vs Maamoun,75.7%,53.6%,0.0%,0/0,1.91,14.8%,77.6%,47.4%,0.0%,2.10,30.8%,90.0%,66.7%,0.0%,1.73,0.0%
2017 Montpellier R16,L vs Gasquet,70.3%,48.9%,4.7%,2/1,2.51,22.0%,68.4%,34.6%,5.3%,2.28,35.0%,76.0%,68.4%,4.0%,2.74,9.5%
2016 Stockholm R32,L vs Sock,70.8%,41.2%,5.2%,3/2,2.29,6.3%,68.4%,28.2%,0.0%,2.32,11.6%,82.9%,58.6%,14.3%,2.26,0.0%
2016 Shenzhen QF,L vs Tipsarevic,52.2%,45.7%,3.0%,1/1,2.26,5.3%,41.3%,36.8%,2.2%,2.48,13.6%,80.0%,56.3%,5.0%,2.11,0.0%
2016 Metz QF,L vs Simon,74.6%,48.9%,1.6%,1/0,2.38,3.4%,66.7%,46.2%,0.0%,2.38,6.7%,87.5%,52.4%,4.2%,2.38,0.0%
2016 Istanbul CH F,W vs Sela,71.2%,63.5%,2.7%,1/1,2.20,12.9%,73.7%,67.9%,2.6%,2.09,6.7%,75.0%,58.3%,3.1%,2.31,18.8%
2016 Barcelona QF,L vs Paire,67.1%,49.1%,12.9%,7/4,2.59,6.4%,64.6%,25.8%,4.2%,2.57,7.8%,83.9%,76.9%,29.0%,2.63,3.7%
2015 Champaign CH QF,L vs Fritz,58.9%,42.4%,5.4%,1/2,2.30,2.9%,41.9%,38.5%,3.2%,2.00,0.0%,87.0%,45.0%,8.7%,2.50,4.8%
2015 Winston Salem QF,W vs Bellucci,69.1%,55.3%,1.8%,0/1,2.16,7.0%,60.6%,50.0%,0.0%,2.05,14.3%,94.7%,61.1%,5.3%,2.27,0.0%
2015 Bogota QF,L vs Mannarino,73.4%,57.4%,1.6%,1/0,2.39,5.7%,68.2%,46.7%,0.0%,2.59,10.7%,94.4%,76.5%,5.6%,2.14,0.0%
2015 Australian Open R32,L vs Kyrgios,48.5%,55.1%,4.0%,2/2,1.98,5.1%,34.7%,56.0%,0.0%,1.87,11.5%,88.9%,54.2%,14.8%,2.08,0.0%
Last 52 Weeks (2 matches),,56.4%,40.9%,17.9%,71.4%,2.41,14.3%,46.2%,33.3%,3.8%,2.50,36.4%,76.9%,50.0%,46.2%,2.34,0.0%
Career (21 matches),,65.1%,48.1%,5.0%,61.0%,2.23,9.6%,59.0%,43.6%,2.3%,2.26,15.9%,83.6%,53.9%,10.6%,2.20,3.8%
