Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Dubai R32,L vs Davidovich Fokina,14.3%,40.0%,10.5%,62.5%,8.0%,11.1%,0.0%,9.1%,0.0%,1.1%,0.0%,37,15
2023 Dubai R32,L vs Davidovich Fokina,14.3%,40.0%,10.5%,62.5%,8.0%,11.1%,0.0%,9.1%,0.0%,1.1%,0.0%,37,15
2022 Buenos Aires CH R32,W vs Burruchaga,2.6%,0.0%,7.6%,69.2%,17.6%,18.2%,20.0%,11.9%,100.0%,5.1%,35.7%,15,-9
2019 Marrakech R32,L vs Haase,0.0%,-,9.7%,70.0%,19.5%,36.4%,0.0%,7.5%,20.0%,2.9%,50.0%,3,17
2018 Beijing R16,W vs Zverev,3.4%,100.0%,16.9%,82.9%,8.3%,13.0%,0.0%,8.5%,33.3%,2.0%,0.0%,-52,-37
2018 s Hertogenbosch R16,L vs Tsitsipas,3.0%,66.7%,15.5%,73.3%,17.3%,11.1%,12.5%,15.9%,27.3%,0.4%,0.0%,46,28
2018 Istanbul F,L vs Daniel,1.1%,100.0%,17.6%,86.7%,11.3%,13.3%,11.8%,4.7%,37.5%,3.3%,25.0%,-26,-40
2018 Dubai R32,W vs Dimitrov,0.0%,-,7.0%,73.3%,24.5%,28.1%,22.2%,17.6%,66.7%,0.0%,-,79,42
2017 Izmir CH R32,L vs Maamoun,1.8%,0.0%,5.2%,42.9%,6.3%,0.0%,0.0%,8.5%,33.3%,0.0%,-,-63,-28
2017 Istanbul CH SF,W vs Maamoun,0.0%,-,13.3%,70.0%,12.5%,14.3%,33.3%,2.5%,20.0%,0.3%,0.0%,-98,-92
2017 Montpellier R16,L vs Gasquet,0.0%,-,7.3%,77.8%,14.9%,15.8%,14.3%,8.2%,0.0%,0.9%,0.0%,13,6
2016 Stockholm R32,L vs Sock,0.0%,-,11.1%,56.5%,22.1%,27.5%,12.5%,9.9%,50.0%,1.5%,60.0%,-15,-5
2016 Shenzhen QF,L vs Tipsarevic,1.4%,0.0%,4.8%,71.4%,14.2%,21.1%,0.0%,6.2%,40.0%,1.0%,0.0%,-14,-29
2016 Metz QF,L vs Simon,0.0%,-,13.5%,77.8%,10.1%,12.8%,0.0%,13.1%,33.3%,0.5%,50.0%,-46,-56
2016 Istanbul CH F,W vs Sela,0.0%,-,7.0%,66.7%,13.5%,10.5%,0.0%,9.1%,33.3%,0.5%,0.0%,-97,-49
2016 Barcelona QF,L vs Paire,0.0%,-,6.3%,83.3%,15.3%,14.8%,28.6%,17.2%,25.0%,0.8%,50.0%,-75,-75
2015 Champaign CH QF,L vs Fritz,0.0%,-,2.9%,66.7%,7.9%,5.9%,0.0%,7.7%,0.0%,2.8%,0.0%,-7,-15
2015 Winston Salem QF,W vs Bellucci,0.0%,-,9.1%,72.7%,11.2%,25.0%,0.0%,9.7%,0.0%,0.0%,-,-5,-8
2015 Bogota QF,L vs Mannarino,0.0%,-,11.6%,70.6%,8.4%,19.2%,0.0%,23.8%,50.0%,0.7%,0.0%,41,29
2015 Australian Open R32,L vs Kyrgios,1.2%,0.0%,7.9%,80.0%,17.1%,20.4%,14.3%,5.6%,0.0%,2.7%,14.3%,-20,-29
Last 52 Weeks (2 matches),,14.3%,40.0%,10.5%,62.5%,8.0%,11.1%,0.0%,9.1%,0.0%,1.1%,0.0%,37,15
Career (21 matches),,1.6%,48.0%,9.8%,72.5%,13.5%,16.8%,10.9%,9.6%,32.3%,1.5%,21.8%,-16,-18
