Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
15-May-2023,Tunis CH,Clay,R32,624,232,(WC) Aziz Dougaz [TUN] d. (WC) Jaziri,6-3 6-1,0.51,0.0%,6.0%,50.7%,61.8%,30.3%,6/11,1:11
27-Feb-2023,Dubai,Hard,R32,444,29,Alejandro Davidovich Fokina [ESP] d. (WC) Jaziri,6-2 6-0,0.37,5.4%,5.4%,43.2%,50.0%,28.6%,0/5,0:50
14-Nov-2022,Drummondville CH,Hard,R32,436,834,(WC) Taha Baadi [CAN] d. (Alt) Jaziri,6-3 2-6 6-4,0.83,9.7%,1.4%,62.5%,80.0%,48.1%,1/3,1:23
07-Nov-2022,Calgary CH,Hard,R32,433,448,(Q) Michail Pervolarakis [CYP] d. (Alt) Jaziri,3-6 7-6(3) 6-2,0.75,5.3%,6.0%,50.4%,68.7%,42.4%,11/15,2:20
17-Oct-2022,Ambato CH,Clay,R32,424,164,(5) Santiago Fa Rodriguez Taverna [ARG] d. Jaziri,6-1 6-3,0.55,3.5%,8.8%,50.9%,51.7%,42.9%,4/8,0:56
10-Oct-2022,Fairfield CH,Hard,R32,428,556,(Q) Alfredo Perez [USA] d. (LL) Jaziri,6-2 6-2,0.54,0.0%,3.6%,39.3%,59.1%,41.2%,4/8,1:12
10-Oct-2022,Fairfield CH,Hard,Q2,428,587,(Alt) Alexander Cozbinov [MDA] d. (2) Jaziri,6-7(5) 6-3 6-3,0.77,2.8%,0.9%,60.2%,64.6%,37.2%,5/10,2:30
10-Oct-2022,Fairfield CH,Hard,Q1,428,810,(2) Jaziri d. (WC) Connor Farren [USA],6-3 3-6 6-4,0.99,7.2%,3.1%,63.9%,72.6%,45.7%,12/15,1:51
03-Oct-2022,Tiburon CH,Hard,Q1,419,1127,(WC) Evan King [USA] d. (3) Jaziri,6-2 6-1,0.33,3.8%,3.8%,51.9%,55.6%,40.0%,2/7,0:48
26-Sep-2022,Charleston CH,Hard,Q1,421,518,Murphy Cassone [USA] d. (4) Jaziri,6-3 6-2,0.36,1.9%,1.9%,37.0%,65.0%,50.0%,2/5,1:03
05-Sep-2022,Cassis CH,Hard,Q1,422,1297,(WC) Thomas Laurent [FRA] d. (10) Jaziri,6-1 3-0 RET,0.39,7.7%,10.3%,51.3%,55.0%,21.1%,7/11,
29-Aug-2022,Toulouse CH,Clay,Q2,422,,(Alt) Karol Drzewiecki [POL] d. (9) Jaziri,7-6(4) 3-6 6-4,1.10,2.2%,1.1%,57.1%,78.8%,59.0%,4/5,2:20
29-Aug-2022,Toulouse CH,Clay,Q1,422,973,(9) Jaziri d. (PR) Thomaz Bellucci [BRA],3-6 6-3 6-3,1.09,9.4%,8.2%,48.2%,75.6%,52.3%,6/8,2:07
