Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,6.0%,50.7%,61.8%,30.3%,46.3%,27.3%,38.7%,0.51,R32 (Tunis)
2022,27,9,18,33.3%,23-38,37.7%,265-321,45.2%,4-7,36.4%,27,72.2%,17.5%,6.5%,3.7%,54.4%,68.0%,47.5%,58.6%,34.1%,47.0%,0.82,SF (Buenos Aires)
2021,22,7,15,31.8%,17-30,36.2%,193-226,46.1%,0-3,0.0%,22,67.9%,24.9%,4.0%,4.0%,50.2%,67.9%,46.4%,57.2%,38.7%,47.9%,0.90,SF (Liberec )
2020,16,5,11,31.3%,11-23,32.4%,130-180,41.9%,3-0,100.0%,16,66.4%,16.8%,4.3%,4.1%,53.8%,64.3%,48.9%,57.2%,35.3%,46.7%,0.82,QF (Sibiu)
2019,16,6,10,37.5%,14-20,41.2%,158-169,48.3%,1-5,16.7%,16,71.8%,24.2%,5.3%,3.5%,58.1%,69.3%,45.2%,59.2%,37.3%,48.4%,0.92,R16 (6x)
2018,19,13,6,68.4%,27-15,64.3%,221-194,53.3%,5-3,62.5%,19,78.2%,27.1%,6.0%,3.4%,53.5%,70.5%,55.6%,63.6%,39.8%,51.5%,1.09,W (Qujing)
2017,18,10,8,55.6%,23-23,50.0%,224-222,50.2%,4-5,44.4%,18,70.6%,30.1%,4.8%,4.2%,51.5%,69.0%,48.0%,58.8%,40.6%,49.8%,0.98,W (Istanbul)
2016,24,19,5,79.2%,42-16,72.4%,320-255,55.7%,5-4,55.6%,24,82.0%,27.5%,5.7%,3.5%,52.4%,75.6%,55.7%,66.1%,39.7%,52.6%,1.17,W (3x)
2015,27,17,10,63.0%,33-25,56.9%,293-267,52.3%,5-5,50.0%,27,78.5%,26.8%,6.4%,2.8%,56.0%,71.9%,52.1%,63.2%,38.0%,50.6%,1.03,W (Rennes)
2014,39,23,16,59.0%,50-43,53.8%,453-439,50.8%,10-7,58.8%,39,75.3%,26.4%,5.7%,3.5%,54.0%,70.0%,49.5%,60.6%,40.0%,50.3%,1.02,F (2x)
2013,41,25,16,61.0%,57-33,63.3%,464-406,53.3%,10-4,71.4%,40,77.8%,28.1%,4.5%,3.6%,53.0%,70.9%,54.1%,63.0%,39.6%,51.3%,1.07,W (Geneva)
2012,38,24,14,63.2%,52-34,60.5%,436-387,53.0%,7-5,58.3%,38,79.0%,28.0%,5.7%,2.9%,55.0%,70.8%,52.8%,62.7%,39.8%,51.2%,1.07,F (3x)
2011,40,27,13,67.5%,58-28,67.4%,451-385,53.9%,9-2,81.8%,39,80.2%,26.2%,5.6%,3.6%,60.2%,72.8%,52.4%,64.7%,39.5%,51.8%,1.12,W (Geneva)
2010,6,2,4,33.3%,5-9,35.7%,53-74,41.7%,0-2,0.0%,6,58.1%,27.0%,3.5%,4.6%,54.3%,61.3%,44.4%,53.6%,39.5%,46.6%,0.85,R16 (2x)
2009,11,4,7,36.4%,11-17,39.3%,118-139,45.9%,1-1,50.0%,0,,,,,,,,,,,,QF (Tanger)
2008,4,2,2,50.0%,5-6,45.5%,49-58,45.8%,0-1,0.0%,0,,,,,,,,,,,,QF (Timisoara)
2007,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (Tunis)
2006,3,1,2,33.3%,2-4,33.3%,25-31,44.6%,0-0,-,0,,,,,,,,,,,,R16 (Tunis)
2005,6,2,4,33.3%,4-10,28.6%,49-74,39.8%,1-1,50.0%,0,,,,,,,,,,,,QF (Saransk)
Career,359,196,163,54.6%,434-378,53.4%,3913-3851,50.4%,65-55,54.2%,332,75.6%,25.8%,5.4%,3.5%,54.5%,70.3%,50.9%,61.5%,38.8%,50.2%,1.01,
