Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Dubai R32,L vs Davidovich Fokina,16.2%,21.6%,27.6%,20.5%,25.0%,37.5%,33.3%,35.0%,28.6%,66.7%,100.0%,10.5%,10.5%,23.5%,-13
2023 Dubai R32,L vs Davidovich Fokina,16.2%,21.6%,27.6%,20.5%,25.0%,37.5%,33.3%,35.0%,28.6%,66.7%,100.0%,10.5%,10.5%,23.5%,-13
2022 Buenos Aires CH R32,W vs Burruchaga,19.8%,29.1%,47.1%,23.0%,30.0%,35.0%,28.6%,37.0%,40.9%,44.4%,66.7%,11.1%,24.4%,60.0%,-46
2019 Marrakech R32,L vs Haase,36.2%,48.9%,51.7%,43.0%,41.9%,54.8%,61.1%,52.3%,38.5%,44.4%,0.0%,26.7%,40.0%,36.4%,16
2018 Beijing R16,W vs Zverev,22.6%,31.5%,50.5%,28.3%,40.0%,51.7%,61.1%,51.8%,54.2%,38.9%,62.5%,6.8%,13.6%,43.6%,-49
2018 s Hertogenbosch R16,L vs Tsitsipas,27.9%,36.5%,44.6%,34.1%,37.9%,48.5%,46.3%,47.7%,56.7%,41.7%,50.0%,10.8%,16.2%,42.4%,-39
2018 Istanbul F,L vs Daniel,11.1%,22.2%,50.6%,21.4%,17.6%,35.3%,54.8%,35.9%,75.0%,55.6%,66.7%,2.8%,5.6%,45.7%,-90
2018 Dubai R32,W vs Dimitrov,28.7%,42.6%,62.5%,37.0%,38.9%,50.0%,63.6%,53.3%,50.0%,57.1%,33.3%,16.2%,35.1%,61.3%,34
2017 Izmir CH R32,L vs Maamoun,32.3%,35.5%,38.5%,33.9%,48.5%,54.5%,41.2%,51.5%,73.3%,55.6%,50.0%,15.4%,15.4%,36.4%,34
2017 Istanbul CH SF,W vs Maamoun,27.6%,30.3%,50.0%,31.3%,35.0%,40.0%,57.7%,42.0%,47.8%,88.2%,100.0%,20.0%,20.0%,42.9%,-37
2017 Montpellier R16,L vs Gasquet,25.4%,30.5%,36.6%,30.2%,39.4%,45.5%,45.0%,47.9%,52.9%,43.8%,50.0%,8.7%,13.0%,28.6%,-33
2016 Stockholm R32,L vs Sock,25.0%,41.1%,51.2%,34.6%,33.3%,53.0%,59.1%,49.5%,34.5%,56.8%,77.8%,14.3%,26.2%,41.7%,25
2016 Shenzhen QF,L vs Tipsarevic,23.1%,32.1%,50.0%,27.8%,36.1%,50.0%,56.5%,46.4%,88.2%,52.6%,-,12.5%,17.5%,45.7%,-7
2016 Metz QF,L vs Simon,14.3%,27.1%,40.7%,22.7%,18.9%,37.8%,53.3%,34.9%,73.9%,64.3%,100.0%,9.4%,15.6%,27.6%,-33
2016 Istanbul CH F,W vs Sela,36.4%,45.5%,53.1%,41.1%,44.8%,58.6%,50.0%,53.8%,58.3%,47.1%,0.0%,30.4%,34.8%,56.3%,96
2016 Barcelona QF,L vs Paire,21.9%,27.6%,44.3%,28.2%,18.8%,28.1%,53.8%,29.1%,72.2%,53.6%,100.0%,28.9%,28.9%,25.9%,32
2015 Champaign CH QF,L vs Fritz,17.4%,26.1%,37.1%,20.7%,30.0%,45.0%,28.6%,37.5%,40.0%,30.0%,33.3%,8.7%,13.0%,42.9%,-33
2015 Winston Salem QF,W vs Bellucci,30.3%,36.4%,52.3%,37.0%,43.6%,53.8%,63.6%,54.9%,60.0%,57.9%,66.7%,12.0%,12.0%,40.9%,4
2015 Bogota QF,L vs Mannarino,24.4%,32.9%,37.9%,29.5%,32.7%,44.9%,42.4%,41.2%,35.7%,61.9%,100.0%,13.8%,17.2%,32.0%,19
2015 Australian Open R32,L vs Kyrgios,32.2%,35.6%,44.1%,35.3%,44.7%,48.9%,50.0%,50.6%,45.5%,48.0%,100.0%,19.5%,22.0%,39.4%,-9
Last 52 Weeks (2 matches),,16.2%,21.6%,27.6%,20.5%,25.0%,37.5%,33.3%,35.0%,28.6%,66.7%,100.0%,10.5%,10.5%,23.5%,-13
Career (21 matches),,24.8%,33.5%,45.7%,30.5%,34.4%,46.0%,50.7%,45.0%,53.3%,52.5%,70.8%,14.5%,20.2%,40.9%,24
