Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,157,66,91,42.0%,175-220,44.3%,1776-2018,46.8%,30-26,53.6%,148,74.3%,18.0%,5.6%,4.1%,53.1%,71.1%,48.3%,60.4%,34.8%,47.9%,0.88
Clay,57,25,32,43.9%,71-83,46.1%,710-739,49.0%,4-13,23.5%,51,74.4%,22.7%,3.0%,3.0%,55.0%,68.2%,49.3%,59.7%,37.5%,48.9%,0.93
Grass,27,8,19,29.6%,23-49,31.9%,335-403,45.4%,5-12,29.4%,27,77.3%,14.0%,6.2%,4.5%,54.9%,72.5%,48.3%,61.6%,30.8%,47.0%,0.80
Carpet,2,1,1,50.0%,5-5,50.0%,59-55,51.8%,1-4,20.0%,2,90.7%,16.4%,10.4%,3.5%,55.8%,83.4%,56.2%,71.4%,32.4%,51.3%,1.13
Grand Slams,35,11,24,31.4%,49-83,37.1%,574-692,45.3%,5-15,25.0%,35,72.3%,18.5%,4.6%,4.5%,53.2%,70.3%,47.0%,59.4%,34.9%,47.6%,0.86
Masters,26,11,15,42.3%,28-33,45.9%,281-309,47.6%,4-3,57.1%,26,75.1%,20.4%,5.2%,3.9%,53.5%,70.2%,49.7%,60.7%,37.0%,48.8%,0.94
Other Tours,159,62,97,39.0%,149-217,40.7%,1639-1910,46.2%,29-33,46.8%,159,75.1%,17.3%,5.2%,3.6%,54.0%,70.6%,48.7%,60.5%,34.1%,47.7%,0.86
Best of 5,49,20,29,40.8%,82-104,44.1%,862-935,48.0%,7-19,26.9%,39,74.2%,19.4%,5.1%,4.5%,53.4%,71.5%,48.1%,60.6%,35.4%,48.3%,0.90
Best of 3,194,80,114,41.2%,192-253,43.1%,2018-2280,47.0%,33-36,47.8%,189,75.3%,18.2%,5.2%,3.6%,54.0%,70.6%,48.9%,60.6%,34.7%,48.0%,0.88
Finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,72.7%,18.2%,3.3%,3.3%,56.7%,62.7%,43.6%,54.4%,38.8%,47.1%,0.85
Semi-finals,4,1,3,25.0%,2-6,25.0%,30-41,42.3%,0-0,-,4,68.6%,16.7%,2.7%,3.1%,55.6%,65.3%,42.6%,55.2%,34.9%,45.7%,0.78
Quarter-finals,14,4,10,28.6%,12-22,35.3%,134-174,43.5%,1-3,25.0%,14,67.8%,19.7%,4.9%,3.7%,54.0%,68.0%,44.6%,57.2%,35.1%,46.7%,0.82
vs Righties,215,87,128,40.5%,240-318,43.0%,2544-2854,47.1%,35-50,41.2%,200,74.9%,18.3%,5.1%,3.9%,53.6%,70.6%,48.7%,60.5%,34.8%,48.0%,0.88
vs Lefties,27,13,14,48.1%,33-38,46.5%,329-351,48.4%,5-5,50.0%,27,76.6%,20.3%,5.6%,4.1%,55.0%,72.7%,48.6%,61.9%,36.0%,49.3%,0.95
vs Top 10,16,3,13,18.8%,11-30,26.8%,155-230,40.3%,2-2,50.0%,16,70.4%,11.3%,3.9%,4.0%,52.6%,69.1%,47.8%,59.0%,30.5%,45.2%,0.74
