Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,248,138,110,55.6%,306-252,54.8%,2709-2514,51.9%,31-32,49.2%,59,-,-,7.5%,4.2%,60.8%,65.4%,48.0%,58.6%,40.5%,49.6%,0.98
Clay,69,27,42,39.1%,66-91,42.0%,672-770,46.6%,7-2,77.8%,15,-,-,6.4%,3.6%,60.1%,60.1%,41.1%,52.5%,35.3%,44.5%,0.74
Grass,59,30,29,50.8%,70-62,53.0%,643-590,52.1%,5-9,35.7%,14,-,-,9.9%,4.6%,61.0%,72.9%,45.8%,62.4%,35.8%,49.4%,0.95
Carpet,5,1,4,20.0%,4-8,33.3%,49-65,43.0%,1-0,100.0%,1,-,-,6.1%,4.5%,56.1%,54.1%,51.7%,53.0%,22.0%,41.1%,0.47
Grand Slams,72,33,39,45.8%,80-87,47.9%,769-801,49.0%,7-4,63.6%,41,-,-,8.6%,4.2%,58.5%,68.9%,47.6%,60.1%,39.9%,50.0%,1.00
Premiers,106,46,60,43.4%,108-134,44.6%,1130-1180,48.9%,14-21,40.0%,23,-,-,7.0%,4.2%,62.9%,63.0%,46.3%,56.8%,36.1%,46.8%,0.83
Internationals,104,54,50,51.9%,126-107,54.1%,1107-1094,50.3%,17-12,58.6%,20,-,-,7.6%,4.2%,61.1%,64.2%,44.7%,56.6%,37.1%,47.3%,0.86
Finals,14,10,4,71.4%,23-12,65.7%,179-133,57.4%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,19,14,5,73.7%,29-12,70.7%,218-163,57.2%,2-2,50.0%,0,,,,,,,,,,,
Quarter-finals,29,19,10,65.5%,41-22,65.1%,332-267,55.4%,5-3,62.5%,3,-,-,15.2%,5.7%,57.6%,70.4%,38.4%,56.8%,37.8%,47.6%,0.88
vs Righties,326,163,163,50.0%,375-363,50.8%,3486-3443,50.3%,38-37,50.7%,80,-,-,7.6%,4.2%,60.5%,65.2%,46.1%,57.7%,39.0%,48.6%,0.92
vs Lefties,31,14,17,45.2%,34-40,45.9%,334-355,48.5%,4-5,44.4%,9,-,-,7.9%,4.1%,61.7%,68.3%,49.3%,61.0%,37.2%,49.1%,0.95
vs Top 10,38,7,31,18.4%,22-64,25.6%,329-477,40.8%,4-6,40.0%,12,-,-,8.4%,4.1%,57.8%,65.6%,42.4%,55.8%,35.0%,45.9%,0.79
