Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,1-1,50.0%,10-9,52.6%,0-0,-,1,72.7%,30.0%,10.5%,10.5%,51.3%,71.8%,35.1%,53.9%,40.3%,47.6%,0.88,R32 (Limoges 125)
2020,14,9,5,64.3%,20-10,66.7%,158-105,60.1%,0-2,0.0%,0,,,,,,,,,,,,QF (4x)
2019,26,23,3,88.5%,43-10,81.1%,299-165,64.4%,2-2,50.0%,1,44.4%,30.0%,1.3%,11.7%,62.3%,64.6%,24.1%,49.4%,44.2%,46.8%,0.87,W (4x)
2018,10,6,4,60.0%,14-9,60.9%,118-94,55.7%,1-0,100.0%,0,,,,,,,,,,,,W (Torun $25K)
2017,22,15,7,68.2%,35-18,66.0%,278-207,57.3%,2-4,33.3%,0,,,,,,,,,,,,F (2x)
2016,21,10,11,47.6%,23-24,48.9%,220-226,49.3%,2-4,33.3%,0,,,,,,,,,,,,QF (4x)
2015,40,22,18,55.0%,48-38,55.8%,439-379,53.7%,6-6,50.0%,0,,,,,,,,,,,,W (Olomouc $50K)
2014,44,33,11,75.0%,73-25,74.5%,539-372,59.2%,1-6,14.3%,0,,,,,,,,,,,,W (3x)
2013,55,44,11,80.0%,88-31,73.9%,622-350,64.0%,4-2,66.7%,0,,,,,,,,,,,,W (4x)
2012,22,16,6,72.7%,33-16,67.3%,259-189,57.8%,3-4,42.9%,0,,,,,,,,,,,,W (Dubrovnik 10K)
2011,14,8,6,57.1%,19-14,57.6%,151-135,52.8%,1-2,33.3%,0,,,,,,,,,,,,F (Osijek 10K)
2010,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R32 (Piestany 10K)
Career,270,186,84,68.9%,397-198,66.7%,3102-2244,58.0%,22-32,40.7%,2,60.0%,30.0%,5.9%,11.1%,56.9%,67.8%,30.3%,51.6%,42.4%,47.1%,0.88,
