Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,34,23,11,67.6%,5,2,3,40.0%,2015,2026,QF,27,1.14,5.4%,4.9%,63.4%,67.7%,47.7%,60.4%,45.3%,60.5%,45.0%
Roland Garros,9,Clay,23,15,8,65.2%,4,2,2,50.0%,2015,2025,W,18,1.05,2.6%,5.0%,63.9%,62.7%,45.9%,56.6%,45.6%,54.3%,47.1%
Wimbledon,8,Grass,23,16,7,69.6%,9,7,2,77.8%,2015,2025,W,19,1.15,5.2%,6.1%,64.4%,70.1%,49.5%,62.8%,42.8%,60.2%,43.1%
US Open,10,Hard,22,12,10,54.5%,8,4,4,50.0%,2014,2025,QF,20,1.07,6.0%,6.9%,58.3%,68.5%,43.0%,57.9%,45.1%,55.7%,45.9%
Olympics,2,,7,5,2,71.4%,2,2,0,100.0%,2021,2024,QF,4,1.12,2.3%,4.3%,70.5%,61.4%,55.6%,59.7%,45.1%,52.8%,41.7%
Dubai,5,Hard,17,13,4,76.5%,5,3,2,60.0%,2026,2026,W,16,1.20,5.9%,5.5%,60.0%,70.6%,49.9%,62.3%,45.0%,62.2%,49.6%
Hobart,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2015,2026,R32,1,1.01,7.4%,8.5%,63.8%,70.0%,38.2%,58.5%,41.9%,50.0%,60.0%
Beijing,3,Hard,5,2,3,40.0%,0,0,0,-,2023,2025,R32,5,1.07,5.9%,6.5%,61.8%,65.2%,45.4%,57.6%,45.4%,48.4%,57.1%
Cincinnati,4,Hard,10,6,4,60.0%,2,1,1,50.0%,2021,2025,QF,10,1.00,7.1%,8.5%,60.4%,68.4%,45.6%,59.4%,40.8%,61.3%,43.4%
Montreal,2,Hard,3,1,2,33.3%,0,0,0,-,2018,2025,R64,3,0.97,3.6%,11.4%,58.4%,68.0%,40.6%,56.6%,42.2%,55.0%,25.9%
Eastbourne,3,Grass,5,2,3,40.0%,2,1,1,50.0%,2025,2025,QF,4,0.95,2.9%,5.6%,63.3%,68.5%,47.1%,60.6%,37.3%,57.9%,42.4%
