Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Seoul QF,L vs Swiatek,0.0%,-,7.1%,28.6%,12.0%,33.3%,0.0%,8.3%,13.3%,0.0%,-,64,64
2025 US Open QF,L vs Pegula,1.7%,100.0%,7.5%,44.4%,16.0%,23.1%,0.0%,10.8%,0.0%,1.2%,50.0%,48,61
2025 US Open R16,W vs Townsend,3.3%,25.0%,11.6%,55.6%,19.7%,27.1%,0.0%,10.3%,25.0%,0.0%,-,124,85
2025 US Open R128,W vs Mboko,0.0%,-,7.6%,77.8%,16.0%,57.1%,0.0%,14.8%,25.0%,0.0%,-,50,91
2025 Montreal R128,L vs Andreescu,0.0%,-,6.5%,50.0%,26.5%,23.1%,100.0%,7.7%,100.0%,0.0%,-,40,96
2025 Wimbledon R128,W vs Eala,0.0%,-,4.3%,87.5%,29.0%,41.7%,14.3%,18.2%,41.7%,0.8%,0.0%,109,102
2025 Strasbourg R32,L vs Linette,0.0%,-,6.6%,71.4%,30.2%,41.7%,0.0%,13.3%,66.7%,1.6%,0.0%,93,67
2024 Riyadh Finals SF,L vs Zheng,0.0%,-,9.6%,61.5%,9.7%,23.1%,0.0%,16.2%,25.0%,0.7%,0.0%,86,62
2024 Riyadh Finals RR,W vs Gauff,0.0%,-,5.4%,100.0%,14.3%,37.5%,100.0%,14.5%,20.0%,0.5%,0.0%,64,30
2024 Riyadh Finals RR,W vs Pegula,0.0%,-,6.1%,100.0%,15.2%,27.3%,0.0%,10.5%,25.0%,0.9%,100.0%,247,248
2024 Riyadh Finals RR,L vs Swiatek,2.2%,50.0%,6.9%,61.5%,13.2%,35.3%,0.0%,17.0%,37.5%,0.9%,0.0%,61,55
2024 Wimbledon F,W vs Paolini,0.0%,-,5.6%,66.7%,22.8%,16.1%,0.0%,5.9%,11.1%,0.0%,-,69,109
2024 Wimbledon SF,W vs Rybakina,7.1%,71.4%,6.4%,75.0%,13.6%,13.6%,0.0%,8.6%,66.7%,1.3%,66.7%,-11,33
2024 Wimbledon QF,W vs Ostapenko,1.7%,100.0%,1.4%,100.0%,44.0%,66.7%,0.0%,25.0%,50.0%,0.0%,-,61,91
2024 Wimbledon R16,W vs Collins,0.0%,-,3.7%,100.0%,28.0%,46.2%,0.0%,0.0%,0.0%,1.8%,66.7%,34,72
2024 Wimbledon R64,W vs Volynets,0.0%,-,10.7%,72.2%,13.3%,11.5%,0.0%,16.4%,57.1%,0.0%,-,12,24
2024 Wimbledon R128,W vs Kudermetova,0.0%,-,7.1%,66.7%,14.8%,11.3%,0.0%,6.3%,20.0%,0.5%,50.0%,-12,-3
2024 Birmingham QF,L vs Potapova,8.5%,75.0%,7.2%,50.0%,16.7%,33.3%,0.0%,0.0%,0.0%,0.0%,-,49,93
2024 Stuttgart R32,L vs Kudermetova,0.0%,-,6.0%,76.9%,11.9%,16.7%,33.3%,7.9%,33.3%,1.5%,50.0%,39,29
2024 Australian Open QF,L vs Sabalenka,0.0%,-,4.5%,25.0%,10.5%,23.1%,0.0%,4.5%,0.0%,1.5%,50.0%,-12,22
Last 52 Weeks (7 matches),,1.1%,40.0%,7.6%,58.7%,21.7%,33.3%,9.5%,11.5%,28.6%,0.4%,16.7%,83,83
Career (74 matches),,0.7%,62.2%,7.0%,69.2%,18.0%,25.9%,12.0%,11.4%,33.4%,1.1%,43.6%,51,54
