Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,14,9,60.9%,32-21,60.4%,260-224,53.7%,2-1,66.7%,19,69.9%,36.5%,5.3%,7.9%,60.0%,68.7%,43.7%,58.7%,44.0%,51.3%,1.07
Clay,3,1,2,33.3%,2-4,33.3%,22-33,40.0%,1-0,100.0%,3,51.9%,25.9%,3.5%,7.0%,62.0%,60.4%,44.6%,54.4%,39.4%,46.9%,0.86
Grass,7,4,3,57.1%,9-8,52.9%,86-78,52.4%,1-1,50.0%,6,71.3%,34.1%,4.2%,6.6%,63.3%,66.6%,47.4%,59.5%,43.6%,50.9%,1.08
Grand Slams,11,7,4,63.6%,16-12,57.1%,131-122,51.8%,2-0,100.0%,11,65.6%,37.3%,4.4%,7.0%,61.2%,65.7%,45.5%,57.8%,44.8%,51.1%,1.06
Premiers,4,2,2,50.0%,4-5,44.4%,39-40,49.4%,1-0,100.0%,4,63.2%,35.0%,3.4%,7.1%,57.6%,62.8%,46.5%,55.9%,43.0%,49.0%,0.97
Internationals,8,4,4,50.0%,10-8,55.6%,95-87,52.2%,1-2,33.3%,4,71.4%,30.4%,5.8%,6.4%,62.6%,70.1%,43.0%,59.9%,40.1%,49.8%,1.00
Quarter-finals,4,0,4,0.0%,1-6,14.3%,22-42,34.4%,0-0,-,2,31.3%,23.5%,4.9%,8.7%,45.6%,53.2%,30.4%,40.8%,40.5%,40.6%,0.68
vs Righties,28,15,13,53.6%,34-29,54.0%,303-287,51.4%,3-2,60.0%,24,68.0%,34.3%,5.1%,8.0%,59.9%,68.0%,44.3%,58.5%,43.2%,50.5%,1.04
vs Lefties,3,2,1,66.7%,5-4,55.6%,41-38,51.9%,1-0,100.0%,3,67.5%,34.2%,3.8%,5.7%,64.6%,62.6%,45.9%,56.7%,43.8%,50.5%,1.01
vs Top 10,5,0,5,0.0%,1-8,11.1%,25-50,33.3%,0-0,-,4,44.4%,23.1%,5.4%,11.7%,48.6%,60.2%,31.6%,45.5%,40.5%,42.7%,0.74
