Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Seoul QF,L vs Swiatek,72.4%,45.2%,5.2%,1/2,2.57,2.9%,87.1%,51.9%,6.5%,2.40,5.9%,68.2%,33.3%,4.5%,2.74,0.0%
2025 US Open QF,L vs Pegula,70.7%,46.3%,6.9%,2/2,2.65,4.3%,73.5%,40.0%,5.9%,2.59,10.5%,80.0%,56.3%,10.0%,2.68,0.0%
2025 US Open R16,W vs Townsend,75.2%,51.2%,2.8%,0/3,2.29,44.4%,73.8%,47.5%,1.3%,2.31,58.2%,88.5%,60.9%,7.7%,2.25,15.6%
2025 US Open R128,W vs Mboko,71.4%,48.0%,1.4%,1/0,2.12,6.9%,80.0%,44.4%,2.2%,2.21,11.8%,93.3%,57.1%,0.0%,2.01,0.0%
2025 Montreal R128,L vs Andreescu,70.8%,49.0%,4.2%,1/2,2.50,6.7%,73.8%,48.4%,2.4%,2.51,10.0%,69.0%,50.0%,6.9%,2.48,0.0%
2025 Wimbledon R128,W vs Eala,81.5%,60.0%,5.4%,2/3,2.90,6.5%,80.0%,62.5%,8.0%,2.92,4.4%,85.4%,57.1%,2.4%,2.84,11.8%
2025 Strasbourg R32,L vs Linette,64.7%,48.5%,5.9%,0/3,2.41,5.0%,45.2%,57.1%,0.0%,2.40,9.5%,95.0%,42.1%,15.0%,2.42,0.0%
2024 Riyadh Finals SF,L vs Zheng,60.6%,48.8%,2.8%,0/2,2.84,2.4%,57.5%,39.1%,0.0%,2.86,3.7%,74.1%,60.0%,7.4%,2.80,0.0%
2024 Riyadh Finals RR,W vs Gauff,51.5%,67.6%,4.5%,3/0,2.64,4.9%,47.5%,68.4%,5.0%,2.58,8.3%,68.2%,66.7%,4.5%,2.72,0.0%
2024 Riyadh Finals RR,W vs Pegula,60.4%,55.2%,2.1%,0/1,2.78,25.0%,64.3%,50.0%,3.6%,2.64,39.1%,78.6%,63.6%,0.0%,3.02,0.0%
2024 Riyadh Finals RR,L vs Swiatek,59.1%,54.5%,4.3%,1/3,2.80,6.0%,56.1%,53.1%,1.8%,2.61,10.3%,76.7%,56.5%,10.0%,3.06,0.0%
2024 Wimbledon F,W vs Paolini,72.9%,51.6%,2.4%,1/1,2.19,4.4%,75.8%,51.1%,0.0%,2.02,6.3%,68.2%,53.3%,9.1%,2.63,0.0%
2024 Wimbledon SF,W vs Rybakina,70.6%,53.3%,10.6%,6/3,2.86,10.3%,67.3%,48.5%,14.3%,2.88,14.6%,81.8%,59.3%,6.1%,2.84,0.0%
2024 Wimbledon QF,W vs Ostapenko,63.1%,56.6%,8.3%,2/5,2.41,13.9%,61.0%,64.0%,12.2%,2.37,20.8%,73.7%,50.0%,5.3%,2.48,0.0%
2024 Wimbledon R16,W vs Collins,64.0%,58.3%,0.0%,0/0,2.29,20.6%,64.4%,48.3%,0.0%,2.27,31.8%,82.6%,73.7%,0.0%,2.32,0.0%
2024 Wimbledon R64,W vs Volynets,82.9%,51.5%,0.0%,0/0,2.63,4.9%,81.3%,50.0%,0.0%,2.54,6.8%,94.1%,56.3%,0.0%,2.86,0.0%
2024 Wimbledon R128,W vs Kudermetova,68.8%,54.7%,7.2%,6/3,2.51,6.6%,64.9%,48.0%,6.5%,2.63,13.6%,80.0%,63.9%,8.9%,2.40,0.0%
2024 Birmingham QF,L vs Potapova,53.3%,56.3%,3.3%,1/1,2.13,14.3%,42.9%,60.0%,2.9%,1.97,21.1%,73.9%,52.9%,4.3%,2.46,0.0%
2024 Stuttgart R32,L vs Kudermetova,82.0%,49.0%,3.3%,3/1,2.37,7.0%,78.8%,41.3%,5.0%,2.37,11.9%,92.5%,62.2%,0.0%,2.38,0.0%
2024 Australian Open QF,L vs Sabalenka,65.0%,46.2%,5.0%,1/1,2.72,6.3%,56.0%,50.0%,0.0%,2.77,6.3%,92.3%,41.7%,15.4%,2.66,6.3%
Last 52 Weeks (7 matches),,73.3%,50.8%,4.3%,31.8%,2.50,16.8%,74.1%,50.0%,3.5%,2.50,24.3%,82.1%,52.1%,6.4%,2.49,5.2%
Career (74 matches),,69.2%,53.2%,4.9%,42.5%,2.52,11.2%,68.8%,50.5%,3.7%,2.48,15.3%,80.5%,57.7%,7.8%,2.60,4.3%
