Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,23,10,13,43.5%,25-27,48.1%,251-242,50.9%,2-4,33.3%,23,53.8%,48.1%,3.0%,12.5%,56.8%,61.5%,38.5%,51.5%,49.0%,50.3%,1.01,QF (2x)
2024,26,19,7,73.1%,40-18,69.0%,294-209,58.4%,4-1,80.0%,3,42.3%,41.7%,2.2%,8.1%,62.2%,51.3%,42.9%,48.1%,46.1%,47.2%,0.89,W (2x)
2023,36,23,13,63.9%,46-32,59.0%,403-334,54.7%,4-5,44.4%,8,56.3%,57.0%,1.2%,8.9%,64.7%,62.1%,36.8%,53.2%,51.6%,52.4%,1.10,W (W25 Vigo)
2022,47,24,23,51.1%,52-51,50.5%,495-469,51.3%,3-4,42.9%,2,57.9%,36.8%,2.3%,9.0%,58.6%,64.1%,36.4%,52.6%,44.9%,48.7%,0.95,W (W25 Trnava)
2021,25,13,12,52.0%,30-29,50.8%,274-267,50.6%,2-2,50.0%,5,49.1%,38.5%,1.4%,7.0%,60.7%,58.3%,38.6%,50.6%,46.2%,48.4%,0.94,SF (W25 Poitiers)
2020,22,12,10,54.5%,24-24,50.0%,223-203,52.3%,1-2,33.3%,1,11.1%,50.0%,1.8%,9.1%,40.0%,50.0%,24.2%,34.5%,49.4%,43.4%,0.75,SF (W25 Trnava)
2019,31,16,15,51.6%,38-34,52.8%,345-316,52.2%,1-2,33.3%,2,44.4%,26.3%,2.8%,7.7%,58.0%,53.0%,36.7%,46.2%,40.4%,43.6%,0.75,F (W25 Solarino)
2018,6,1,5,16.7%,3-10,23.1%,50-71,41.3%,0-2,0.0%,2,25.0%,20.0%,0.0%,15.8%,51.6%,42.9%,28.3%,35.8%,37.6%,36.7%,0.59,R16 (Surbiton $100K)
2017,16,9,7,56.3%,24-16,60.0%,200-167,54.5%,2-1,66.7%,3,63.6%,32.4%,5.9%,12.3%,50.0%,67.6%,42.2%,54.9%,44.4%,49.0%,0.99,SF (Vancouver BC $100K)
2016,16,9,7,56.3%,20-19,51.3%,184-164,52.9%,0-3,0.0%,0,,,,,,,,,,,,SF (Canberra $50K)
2015,60,42,18,70.0%,89-47,65.4%,687-523,56.8%,4-3,57.1%,0,,,,,,,,,,,,W (3x)
2014,45,30,15,66.7%,63-37,63.0%,507-427,54.3%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
2013,14,6,8,42.9%,13-17,43.3%,137-143,48.9%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
Career,367,214,153,58.3%,467-361,56.4%,4050-3535,53.4%,31-35,47.0%,49,51.9%,45.2%,2.5%,10.7%,58.2%,60.1%,37.9%,50.8%,48.0%,49.4%,0.97,
