Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Beijing R128,W vs Wang,50% (5/10),100% (5/5),1/2,33% (3/9),33% (1/3),3/3,0/0,0/0,0/0,0/0
2023 Rabat R32,W vs Nahimana,75% (6/8),100% (6/6),2/2,25% (2/8),0% (0/2),4/4,0/0,0/0,0/0,0/0
2022 Wimbledon R128,L vs Swiatek,50% (4/8),50% (2/4),1/5,86% (6/7),0% (0/6),1/2,0/0,0/1,0/0,0/0
2019 Jurmala R16,L vs Kawa,25% (2/8),0% (0/2),0/4,86% (6/7),33% (2/6),0/0,0/0,0/0,0/0,0/0
2019 W100 Contrexeville R16,L vs Trevisan,40% (4/10),100% (4/4),3/6,70% (7/10),0% (0/7),1/4,0/0,0/1,0/0,0/1
2019 W25 Monzon R32,L vs Galfi,25% (2/8),50% (1/2),0/4,56% (5/9),0% (0/5),0/1,0/0,1/2,0/0,0/1
2019 W60 Les Franqueses del Valles R16,L vs Bandecchi,41% (7/17),71% (5/7),2/5,29% (5/17),0% (0/5),3/4,0/1,0/0,0/0,0/0
2019 W60 Les Franqueses del Valles R32,W vs Gasanova,69% (9/13),89% (8/9),3/5,62% (8/13),25% (2/8),4/6,0/0,0/1,0/0,0/0
2019 W25 Chiasso R32,L vs Cristian,56% (9/16),67% (6/9),2/5,67% (10/15),40% (4/10),4/5,0/1,0/1,0/1,0/0
2019 W25 Calvi R16,L vs Lechemia,40% (6/15),83% (5/6),1/5,43% (6/14),0% (0/6),2/5,1/2,0/1,0/0,0/0
2019 W25 Calvi R32,W vs Adler,100% (12/12),75% (9/12),2/5,54% (7/13),14% (1/7),6/9,2/2,0/1,1/1,0/0
2019 W25 Glasgow R16,L vs Ponchet,50% (5/10),60% (3/5),2/4,64% (7/11),14% (1/7),2/3,0/0,1/3,0/0,1/2
2019 W60 Shrewsbury R32,L vs Zimmermann,36% (5/14),100% (5/5),2/4,33% (5/15),20% (1/5),4/5,1/1,2/2,0/0,2/2
2019 Fed Cup RR,L vs Danilovic,43% (6/14),67% (4/6),0/3,50% (7/14),43% (3/7),3/4,1/1,2/3,0/0,2/2
2019 Fed Cup RR,L vs Gorgodze,73% (11/15),82% (9/11),6/9,88% (14/16),21% (3/14),1/8,0/1,0/2,0/1,0/1
2018 Mumbai R32,L vs Schoofs,50% (4/8),75% (3/4),2/5,89% (8/9),13% (1/8),2/3,0/0,0/2,0/0,0/1
2018 Hiroshima R32,L vs Anisimova,29% (2/7),50% (1/2),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/0
2018 Chicago R32,L vs Collins,0% (0/7),- (0/0),0/5,86% (6/7),17% (1/6),0/0,0/0,0/0,0/0,0/0
2018 Wimbledon R128,L vs Kasatkina,80% (8/10),63% (5/8),4/8,80% (8/10),0% (0/8),2/5,0/0,0/0,0/0,0/0
2018 Nottingham R32,L vs Lapko,45% (5/11),60% (3/5),0/3,45% (5/11),20% (1/5),2/3,0/0,1/2,0/0,0/1
2024 (1 matches),,50.0%,100.0%,50.0%,33.3%,33.3%,100.0%,-,-,-,-
2023 (1 matches),,75.0%,100.0%,100.0%,25.0%,0.0%,100.0%,-,-,-,-
2022 (1 matches),,50.0%,50.0%,20.0%,85.7%,0.0%,50.0%,-,0.0%,-,-
2019 (12 matches),,51.3%,75.6%,39.0%,56.5%,19.5%,55.6%,55.6%,35.3%,33.3%,55.6%
2018 (14 matches),,52.1%,72.6%,33.3%,57.7%,17.1%,52.1%,45.5%,44.4%,50.0%,25.0%
Career (93 matches),,53.3%,77.6%,37.5%,49.5%,21.2%,61.8%,63.5%,47.5%,68.6%,55.6%
