Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Beijing R128,W vs Wang,0.91,1.63,49.1,2.7,8.3%,58.3%,0.0%,82.6%,46.7%,60.7%
2023 Rabat R32,W vs Nahimana,0.91,1.56,52.3,2.0,3.8%,69.2%,4.2%,62.5%,61.5%,54.2%
2022 Wimbledon R128,L vs Swiatek,0.86,0.64,44.1,2.1,3.7%,29.6%,0.0%,52.0%,46.4%,42.9%
2019 Jurmala R16,L vs Kawa,1.19,0.54,48.1,2.3,-,38.5%,-,56.5%,20.0%,28.0%
2019 W100 Contrexeville R16,L vs Trevisan,0.90,0.74,49.8,2.3,-,36.7%,-,42.9%,48.3%,50.0%
2019 W25 Monzon R32,L vs Galfi,0.96,0.59,43.7,2.2,-,51.9%,-,37.5%,40.0%,27.3%
2019 W60 Les Franqueses del Valles R16,L vs Bandecchi,0.81,0.89,74.6,18.1,0.0%,61.2%,2.2%,60.0%,47.5%,38.9%
2019 W60 Les Franqueses del Valles R32,W vs Gasanova,1.08,1.17,70.8,2.6,1.9%,47.2%,0.0%,56.0%,60.0%,44.9%
2019 W25 Chiasso R32,L vs Cristian,0.90,0.90,79.5,8.8,5.2%,50.0%,0.0%,57.1%,44.4%,48.1%
2019 W25 Calvi R16,L vs Lechemia,0.89,0.87,68.9,4.6,2.2%,52.2%,0.0%,56.8%,34.0%,55.3%
2019 W25 Calvi R32,W vs Adler,0.86,1.17,58.3,2.7,7.1%,59.5%,5.1%,51.3%,60.4%,60.0%
2019 W25 Glasgow R16,L vs Ponchet,1.04,0.76,56.8,2.5,0.0%,50.0%,3.0%,42.4%,42.1%,36.1%
2019 W60 Shrewsbury R32,L vs Zimmermann,0.88,0.95,103.6,8.5,0.0%,64.7%,0.0%,60.0%,33.9%,48.0%
2019 Fed Cup RR,L vs Danilovic,0.88,0.91,93.5,7.2,1.9%,56.6%,0.0%,58.3%,33.3%,55.1%
2019 Fed Cup RR,L vs Gorgodze,0.96,0.89,79.1,5.7,1.7%,44.8%,0.0%,39.6%,51.9%,55.6%
2018 Mumbai R32,L vs Schoofs,1.01,0.70,44.3,2.2,0.0%,31.0%,0.0%,42.3%,53.8%,33.3%
2018 Hiroshima R32,L vs Anisimova,1.30,0.50,38.9,2.0,0.0%,25.0%,0.0%,27.8%,28.6%,28.6%
2018 Chicago R32,L vs Collins,1.06,0.49,37.2,2.4,0.0%,42.9%,0.0%,26.3%,40.9%,19.0%
2018 Wimbledon R128,L vs Kasatkina,0.84,0.70,52.2,2.1,3.2%,51.6%,0.0%,25.9%,53.7%,47.4%
2018 Nottingham R32,L vs Lapko,0.86,0.79,58.7,3.4,10.3%,59.0%,5.9%,55.9%,38.5%,39.5%
2024 (1 matches),,0.91,1.63,49.1,2.7,8.3%,58.3%,0.0%,82.6%,46.7%,60.7%
2023 (1 matches),,0.91,1.56,52.3,2.0,3.8%,69.2%,4.2%,62.5%,61.5%,54.2%
2022 (1 matches),,0.86,0.64,44.1,2.1,3.7%,29.6%,0.0%,52.0%,46.4%,42.9%
2019 (12 matches),,0.93,0.89,72.7,3.6,1.9%,52.0%,0.8%,52.5%,43.9%,47.4%
2018 (14 matches),,1.00,0.90,52.5,2.7,3.0%,53.0%,2.5%,48.8%,45.3%,43.3%
Career (93 matches),,0.98,1.01,59.0,2.9,2.9%,56.1%,2.7%,53.5%,46.1%,46.5%
